height_cm,weight_kg,nationality,overall,potential,preferred_foot,contract_valid_until,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,age,fee,window,league,season,position_group
188,72,Croatia,72,79,Right,2022,62,38,65,64,25,61,26,22,57,64,65,64,77,75,52,48,65,62,69,40,68,81,28,32,44,57,78,75,68,13,14,14,11,5,22,4050000,summer,Supersport Hnl,2022,defender
177,71,Argentina,77,77,Right,2016,69,69,59,78,57,75,64,60,79,83,69,74,75,83,64,61,59,66,62,77,37,70,84,81,61,69,35,59,55,8,12,5,15,8,29,4000000,winter,Laliga,2015,midfielder
186,85,Switzerland,75,83,Right,2015,60,65,83,74,50,62,59,61,81,62,77,79,72,68,73,80,81,81,87,63,71,73,60,68,83,63,68,76,73,7,8,10,9,14,23,4000000,summer,1 Bundesliga,2015,defender
186,84,Slovakia,73,74,Right,2015,69,63,73,77,70,74,67,69,73,77,65,67,74,74,50,81,78,85,90,78,86,75,71,72,70,69,69,78,75,13,7,8,14,7,28,4000000,summer,Serie A,2015,midfielder
184,73,Italy,72,81,Right,2018,69,55,61,77,63,77,73,64,69,81,74,78,72,59,67,71,64,68,69,64,53,25,67,74,64,69,24,30,30,4,2,4,4,2,23,4000000,summer,Serie A,2015,midfielder
180,78,Germany,70,78,Left,2016,65,43,57,70,48,70,45,41,64,68,88,87,76,65,72,66,58,77,73,40,72,64,63,64,48,62,65,68,71,12,8,14,6,13,22,4000000,summer,1 Bundesliga,2015,defender
180,75,Italy,69,75,Right,2015,65,47,59,72,59,65,69,73,73,70,63,65,69,69,62,75,66,70,74,77,67,63,55,73,67,68,51,61,61,4,12,13,7,12,23,4000000,summer,Serie A,2015,midfielder
170,65,France,65,76,Right,2016,39,67,59,59,67,64,59,53,41,63,84,83,90,64,82,63,33,45,43,59,29,21,64,54,57,66,25,25,25,11,6,13,9,14,19,4000000,summer,Ligue 1,2015,attacker
170,58,France,61,71,Left,2016,54,47,51,66,49,63,39,38,62,66,67,64,59,57,85,56,68,63,38,51,59,64,48,62,44,69,62,61,64,10,14,12,6,13,19,4000000,summer,Ligue 1,2015,midfielder
189,77,Belgium,58,66,Right,2016,31,60,66,44,57,58,35,28,32,50,50,50,57,48,56,65,65,55,61,57,35,25,59,42,58,66,25,25,25,12,9,7,11,6,20,4000000,summer,Ligue 1,2015,attacker
180,75,Switzerland,51,58,Right,2016,29,56,55,44,36,41,39,29,32,53,58,54,55,49,65,47,61,55,59,46,35,25,51,45,67,65,25,25,25,8,14,10,6,12,20,4000000,winter,Premier League,2015,attacker
188,74,Switzerland,50,62,Right,2021,42,25,45,53,26,30,32,22,25,60,68,73,41,51,66,42,73,57,40,25,46,52,27,29,34,63,47,52,50,8,14,9,11,8,18,4000000,summer,1 Bundesliga,2015,defender
171,69,Spain,72,78,Right,2016,70,62,56,77,49,79,58,57,71,80,76,78,58,63,84,64,66,48,52,59,46,47,73,70,62,69,36,45,45,9,13,9,6,6,21,4000000,summer,Laliga,2015,midfielder
170,65,DR Congo,75,78,Right,2019,71,73,59,71,69,78,70,71,64,76,83,80,81,73,85,74,82,75,68,72,49,38,73,73,74,74,25,27,21,15,12,16,15,15,23,4000000,summer,Jupiler Pro League,2015,attacker
188,81,Brazil,73,78,Left,2022,42,24,70,52,28,40,29,30,46,59,64,68,48,66,44,60,60,54,79,26,78,72,30,30,44,45,76,76,74,11,11,14,11,14,21,4000000,winter,Serie A,2015,defender
180,83,United States,67,73,Right,2018,57,64,62,63,63,68,65,61,51,66,87,85,78,63,76,69,83,68,70,62,58,33,68,40,62,66,13,22,13,12,8,15,16,12,23,4000000,summer,1 Bundesliga,2016,attacker
176,72,Spain,80,80,Right,2018,80,62,83,76,43,72,70,36,66,79,75,78,77,86,59,70,74,82,70,60,74,77,62,60,74,64,76,82,80,10,9,13,6,16,29,4000000,summer,1 Bundesliga,2016,defender
181,76,Argentina,79,79,Left,2016,76,57,70,75,51,72,62,45,72,73,82,86,79,81,66,60,70,92,63,66,77,75,65,71,52,62,79,77,83,15,15,11,8,8,29,4000000,summer,Serie A,2016,defender
185,83,Spain,77,81,Right,2019,60,57,70,79,56,69,53,51,74,77,63,65,50,76,67,78,59,86,83,74,78,79,63,64,50,63,71,80,75,9,12,7,11,15,26,4000000,summer,Laliga,2016,defender
185,82,Italy,73,75,Left,2017,70,38,72,65,43,53,69,76,59,61,68,68,62,71,67,83,76,77,79,80,81,74,42,36,45,62,76,79,78,13,6,10,7,7,28,4000000,summer,Serie A,2016,defender
191,92,Switzerland,72,74,Right,2017,64,73,75,69,72,68,52,64,63,69,49,53,58,74,56,78,65,50,90,72,43,26,73,71,67,66,12,31,18,6,14,9,7,12,28,4000000,summer,Super Lig,2016,attacker
183,77,Belgium,70,78,Left,2017,64,52,61,64,57,72,51,46,61,69,85,87,75,70,74,66,85,79,75,53,74,63,54,58,53,62,66,70,70,8,7,14,15,9,21,4000000,summer,Serie A,2016,defender
183,82,Austria,76,77,Right,2019,63,40,66,75,52,63,49,50,71,73,71,72,65,76,66,73,78,92,79,60,83,79,60,64,59,68,75,79,71,9,13,10,9,14,28,4000000,summer,1 Bundesliga,2016,midfielder
177,72,Chile,77,78,Right,2016,80,50,52,75,58,76,80,64,73,77,85,75,85,76,81,65,61,79,51,67,76,79,73,66,71,64,78,77,82,7,8,7,7,7,28,4000000,summer,Serie A,2016,defender
181,73,Italy,67,76,Right,2016,57,49,53,71,58,67,57,58,68,73,73,71,68,76,75,72,53,63,71,65,59,58,63,63,55,69,40,61,55,5,13,9,8,11,22,4000000,summer,Serie A,2016,midfielder
191,87,France,79,79,Right,2019,56,21,82,71,34,52,44,33,54,62,57,76,53,71,47,82,81,71,85,55,85,75,51,51,54,63,76,84,78,9,14,7,9,6,30,4000000,summer,Premier League,2016,defender
189,82,Italy,71,74,Left,2017,14,12,66,52,15,33,18,23,46,50,66,34,44,66,48,33,78,60,84,18,65,68,15,20,28,51,76,74,70,9,16,6,10,9,24,4000000,summer,Serie A,2016,defender
182,72,Spain,77,84,Right,2021,76,73,45,83,58,79,73,69,75,81,68,64,67,66,54,68,48,59,61,75,29,28,75,74,56,60,24,25,18,6,8,6,12,11,23,4000000,summer,Serie A,2016,midfielder
186,73,Czech Republic,72,83,Left,2021,61,72,66,67,65,75,64,56,51,76,75,76,73,67,64,69,63,61,68,67,45,22,72,66,58,72,17,24,19,11,15,8,9,14,20,4000000,summer,Serie A,2016,attacker
192,85,Russia,79,82,Right,2020,20,19,17,31,12,13,12,20,21,23,49,47,36,73,41,22,69,37,67,14,27,26,18,35,14,24,18,15,13,79,80,73,76,81,25,4000000,summer,Premier Liga,2016,goalkeeper
171,70,Japan,69,80,Right,2017,40,67,67,59,58,68,32,34,48,64,89,91,87,67,76,69,79,72,63,55,36,22,64,55,63,60,13,13,16,15,7,6,9,14,21,4000000,summer,Premier League,2016,attacker
181,74,Austria,70,74,Right,2019,72,34,59,65,32,68,60,47,63,68,77,84,65,65,68,61,72,69,62,57,60,65,65,58,52,65,66,67,68,14,13,10,7,9,24,4000000,summer,Premier Liga,2016,defender
178,74,Greece,67,79,Right,2017,42,66,58,62,63,74,47,41,38,71,77,74,78,69,77,61,69,75,59,62,56,20,63,50,69,56,23,18,24,8,14,12,15,11,20,4000000,summer,1 Bundesliga,2017,attacker
179,75,Slovenia,71,80,Right,2019,62,68,59,63,68,73,60,63,64,73,85,81,75,51,71,70,68,73,69,71,71,32,72,70,63,65,32,34,33,15,11,13,6,12,24,4000000,winter,Premier Liga Ukr,2017,attacker
178,65,Spain,78,81,Right,2017,74,68,47,73,66,83,72,64,63,82,94,91,83,74,75,81,72,75,55,67,48,26,72,69,56,65,19,23,19,15,12,9,7,13,25,4000000,summer,Laliga,2017,attacker
182,75,Russia,69,75,Right,2023,60,60,51,75,46,72,53,53,67,73,78,71,74,59,75,65,60,70,75,50,70,68,60,61,61,63,68,62,63,15,16,13,7,8,24,4000000,summer,Premier Liga,2017,midfielder
185,80,Poland,65,79,Right,2017,52,66,63,63,55,64,50,32,59,63,74,75,69,57,62,61,63,78,70,53,60,42,61,61,69,57,17,13,17,15,13,9,9,11,20,4000000,summer,Serie A,2017,attacker
188,82,Italy,72,79,Right,2019,27,22,72,55,26,48,29,33,56,59,51,65,45,67,34,55,80,65,79,41,72,70,13,19,34,42,74,73,70,9,12,7,15,15,23,4000000,summer,Serie A,2017,defender
184,82,France,72,80,Right,2017,49,73,70,72,61,67,59,49,52,70,54,69,67,70,42,75,70,71,82,60,87,25,74,61,58,64,31,26,23,6,12,13,15,9,22,4000000,summer,Ligue 1,2017,attacker
175,70,England,65,79,Left,2020,63,55,43,64,59,68,63,56,59,64,79,79,79,56,75,67,58,73,60,50,52,36,65,61,64,57,30,39,48,11,8,10,6,11,21,4000000,winter,Premier League,2017,attacker
180,77,Netherlands,77,83,Right,2018,64,32,66,70,36,67,42,34,58,69,77,81,71,72,70,62,74,72,77,43,79,77,55,49,43,65,77,84,86,9,15,11,6,10,21,4000000,summer,Ligue 1,2017,defender
171,67,Argentina,76,82,Left,2019,68,33,73,69,33,71,61,40,68,73,91,93,83,68,82,66,84,79,62,63,73,74,60,55,46,60,71,73,74,13,9,10,15,16,25,4000000,winter,Eredivisie,2017,defender
183,72,Germany,66,75,Right,2017,62,37,54,67,39,63,54,35,61,66,65,68,66,62,70,55,64,77,59,46,66,63,50,53,49,58,59,65,64,13,11,10,11,8,21,4000000,summer,1 Bundesliga,2017,defender
187,82,Portugal,78,82,Right,2019,36,25,77,69,36,60,33,29,49,65,66,68,52,75,53,61,88,71,78,29,73,79,31,52,45,67,78,80,77,14,8,11,12,7,25,4000000,summer,Laliga,2017,defender
180,76,Sweden,74,80,Right,2018,73,71,38,66,62,84,75,70,72,79,79,77,85,70,76,75,56,78,64,66,46,55,65,70,50,71,52,62,45,14,12,15,10,7,24,4000000,summer,Eredivisie,2017,attacker
180,73,Algeria,75,80,Right,2017,66,60,54,78,68,74,70,66,74,76,74,72,76,72,76,78,76,76,68,74,78,72,68,74,68,72,64,68,72,14,7,12,9,16,25,4000000,summer,Serie A,2017,midfielder
179,70,Morocco,66,76,Right,2018,66,42,59,72,46,72,49,49,66,74,70,69,72,64,79,53,62,75,61,41,66,49,45,70,47,58,56,55,52,13,13,6,16,12,20,4000000,summer,Eredivisie,2017,midfielder
174,71,Senegal,77,80,Right,2021,75,33,55,76,37,75,59,38,59,74,74,77,78,77,82,43,64,77,67,34,67,77,72,45,43,70,73,80,77,9,11,8,15,11,24,4000000,summer,Ligue 1,2017,defender
193,79,Italy,80,80,Right,2018,10,17,13,35,15,15,17,13,35,21,44,43,50,77,50,23,62,33,55,15,32,17,10,43,21,65,18,12,12,82,80,64,78,82,34,4000000,summer,Serie A,2018,goalkeeper
188,77,Northern Ireland,79,79,Right,2019,52,28,81,72,46,39,32,25,62,70,65,65,50,78,57,42,80,69,75,24,78,81,28,55,44,72,78,81,82,12,16,16,15,8,30,4000000,summer,Premier League,2018,defender
185,79,Sweden,78,82,Right,2020,67,79,67,70,77,76,68,80,53,83,65,65,65,76,58,85,68,62,82,80,75,34,78,60,81,78,20,26,25,12,13,14,6,11,26,4000000,summer,Laliga,2018,attacker
185,85,France,78,80,Right,2021,15,17,14,33,19,11,10,14,32,21,41,45,43,75,24,18,62,34,68,15,36,16,12,16,19,39,14,12,10,77,76,74,77,81,27,4000000,summer,Ligue 1,2018,goalkeeper
179,69,Mexico,78,78,Right,2020,80,67,63,76,66,75,68,74,74,76,77,78,74,74,78,80,75,78,66,76,72,78,73,71,74,79,72,77,76,7,16,6,12,11,30,4000000,summer,Laliga,2018,defender
185,77,France,76,79,Left,2018,54,32,69,77,38,62,42,40,78,68,75,77,67,73,64,56,78,79,78,33,79,77,27,67,42,73,75,76,75,13,13,15,7,15,28,4000000,summer,Premier League,2018,defender
182,80,Italy,76,77,Right,2018,52,79,77,66,77,69,70,47,35,76,77,75,78,74,71,73,90,72,78,41,83,21,82,59,79,77,12,16,16,15,15,10,13,5,28,4000000,summer,Serie A,2018,attacker
190,88,Belgium,75,79,Right,2018,16,16,14,32,19,19,17,17,30,33,37,35,36,72,34,38,64,30,67,18,24,13,18,45,22,46,20,13,14,80,68,70,75,77,26,4000000,summer,Ligue 1,2018,goalkeeper
186,84,Switzerland,75,79,Right,2021,65,55,82,74,53,65,65,66,74,69,62,52,67,72,61,76,86,71,77,65,72,73,61,68,80,66,71,76,74,8,9,11,10,15,26,4000000,summer,Premier League,2018,defender
186,72,France,75,78,Right,2018,74,62,71,79,72,77,78,82,80,79,53,52,75,72,68,83,66,54,71,79,63,59,66,77,73,74,49,58,51,14,11,10,11,6,27,4000000,summer,Ligue 1,2018,midfielder
180,73,Turkey,74,79,Left,2019,74,69,65,76,67,72,71,69,70,76,74,76,76,64,69,75,54,80,59,77,62,49,71,76,70,63,42,45,32,14,11,6,11,8,25,4000000,summer,Super Lig,2018,midfielder
176,71,Kosovo,73,78,Right,2019,71,66,50,66,62,83,78,67,54,78,88,85,86,67,82,72,34,73,54,68,61,38,61,60,50,67,35,33,24,10,8,10,7,14,23,4000000,winter,Ligue 1,2018,attacker
188,88,England,73,75,Right,2020,14,11,17,22,13,14,11,11,15,23,59,59,33,65,44,46,82,41,66,13,37,24,17,43,37,42,15,12,17,77,69,68,74,73,28,4000000,summer,Premier League,2018,goalkeeper
188,75,Iceland,72,77,Right,2020,45,43,66,56,30,47,48,46,57,60,63,59,58,68,58,61,80,68,77,60,73,74,54,49,50,66,71,72,73,13,9,10,9,9,25,4000000,winter,Super League 1,2018,defender
176,75,Iran,71,76,Right,2019,64,68,63,65,68,72,65,60,49,71,88,80,79,72,88,76,58,75,73,68,63,38,62,66,48,68,31,39,38,10,11,6,13,9,24,4000000,summer,Ligue 1,2018,midfielder
178,70,Denmark,69,79,Right,2021,65,68,61,70,55,73,63,63,67,71,74,76,81,68,76,63,74,83,61,61,75,47,68,68,60,66,44,50,42,15,15,15,7,10,21,4000000,summer,Premier Liga Ukr,2018,attacker
191,93,Argentina,69,76,Right,2022,20,18,15,31,15,16,16,12,24,20,46,42,32,53,39,18,51,35,70,14,27,18,19,21,25,30,20,14,16,71,67,66,68,74,24,4000000,summer,Serie A,2018,goalkeeper
175,74,Russia,64,81,Left,2020,60,60,53,64,48,72,58,63,65,68,65,68,77,67,77,63,52,50,63,65,55,56,64,63,52,66,50,50,52,6,14,5,7,12,20,4000000,summer,Premier Liga,2018,midfielder
191,85,Slovakia,63,63,Right,2020,14,13,13,42,12,12,14,13,37,21,40,35,40,56,60,22,62,40,44,14,26,21,11,51,17,36,14,20,22,59,64,53,65,67,29,4000000,summer,Premier League,2018,goalkeeper
182,80,South Africa,61,70,Right,2018,42,58,58,62,57,59,40,41,38,62,64,71,52,54,51,64,58,60,73,58,34,21,55,41,61,57,18,15,12,14,14,11,7,10,22,4000000,summer,Ligue 1,2018,attacker
174,69,Belgium,60,70,Right,2018,56,47,45,62,46,61,52,47,57,63,71,69,72,58,75,60,65,62,52,56,62,56,52,55,51,57,56,58,59,11,8,13,14,11,21,4000000,winter,Jupiler Pro League,2018,midfielder
183,73,Spain,77,81,Right,2021,48,60,51,78,59,61,59,50,80,76,70,68,71,79,67,81,71,85,73,73,74,80,72,73,41,83,64,81,70,12,13,16,16,8,26,4000000,summer,Laliga,2018,midfielder
177,72,Spain,76,76,Right,2019,77,73,47,73,75,81,85,81,75,80,76,76,83,64,79,82,66,68,67,78,63,45,70,75,65,67,45,58,55,14,8,13,7,11,29,4000000,winter,Laliga,2018,attacker
184,73,Brazil,75,79,Right,2021,66,71,61,75,72,75,68,54,66,75,75,76,73,76,61,77,73,75,64,73,74,42,79,71,72,70,30,44,28,14,16,7,11,12,21,4000000,summer,Liga Portugal,2018,defender
185,80,Brazil,74,81,Right,2018,65,76,70,61,70,72,69,63,56,75,72,72,69,70,60,79,72,67,77,74,67,33,73,61,71,73,32,28,31,15,12,8,10,15,24,4000000,summer,Premier League,2018,attacker
184,76,Spain,70,77,Right,2021,68,65,47,67,56,73,54,49,64,71,73,86,70,63,60,59,69,64,65,55,45,39,61,62,47,61,49,39,42,9,12,14,14,10,23,4000000,summer,Laliga,2018,attacker
185,77,Brazil,69,78,Right,2018,35,23,65,59,34,36,35,34,45,55,59,59,46,62,57,52,83,58,76,29,75,72,25,32,42,57,68,70,62,8,8,8,10,5,22,4000000,winter,Super Lig,2018,defender
188,85,Paraguay,80,83,Right,2021,33,31,82,71,24,47,30,34,56,56,56,65,42,77,42,71,73,76,84,34,80,80,19,38,48,74,82,82,76,9,13,15,9,15,26,4000000,summer,Premier League,2018,defender
191,80,Guinea,68,73,Right,2020,49,67,71,59,49,61,42,39,47,64,67,76,62,60,59,72,71,68,79,60,58,35,70,49,70,59,45,26,24,11,9,14,8,14,23,4000000,winter,Ligue 1,2018,attacker
178,69,Bulgaria,63,71,Right,2023,50,65,48,59,49,66,55,38,32,65,77,70,72,60,71,79,59,60,57,60,54,18,65,46,52,69,36,26,24,10,12,10,5,13,22,4000000,winter,Serie A,2018,attacker
179,75,Germany,77,78,Right,2020,66,55,66,75,55,72,51,52,72,73,69,64,70,75,74,75,76,78,74,65,84,80,69,71,51,74,78,78,78,9,8,14,7,11,28,4000000,summer,1 Bundesliga,2019,midfielder
185,80,Argentina,75,79,Right,2023,59,41,65,75,47,59,49,42,72,72,53,57,54,62,52,59,45,75,81,55,83,78,50,62,53,65,75,76,73,12,11,14,16,6,25,4000000,winter,Laliga,2019,midfielder
184,76,France,75,75,Right,2020,74,65,57,80,63,73,72,67,75,76,60,71,65,77,63,74,61,72,73,71,76,65,68,73,76,80,66,75,68,8,8,14,15,11,29,4000000,summer,Ligue 1,2019,midfielder
175,68,Belgium,74,79,Right,2020,69,39,67,72,44,61,47,53,75,70,76,68,78,69,73,73,78,87,68,59,87,72,50,65,70,69,69,73,72,11,14,14,10,12,25,4000000,summer,1 Bundesliga,2019,midfielder
179,79,France,74,74,Right,2020,72,66,56,73,60,73,76,77,62,75,75,75,77,74,79,74,65,80,73,67,77,65,73,70,63,71,59,66,64,15,7,7,10,8,29,4000000,summer,1 Bundesliga,2019,midfielder
184,75,Tunisia,73,80,Right,2021,67,51,71,69,38,65,63,53,72,67,67,67,61,71,63,69,70,73,77,58,73,70,36,61,37,68,74,72,73,6,10,9,7,9,24,4000000,winter,Ligue 1,2019,defender
185,78,Italy,72,80,Right,2022,56,60,70,75,58,69,55,55,72,74,52,51,54,74,57,69,54,51,68,69,58,74,72,72,53,62,68,68,66,12,8,7,8,8,22,4000000,summer,Serie A,2019,midfielder
186,73,Belgium,72,74,Right,2020,48,77,75,62,72,60,64,66,33,67,67,68,65,72,60,67,68,71,74,60,47,38,79,59,70,74,14,18,21,16,12,6,10,14,28,4000000,winter,Ligue 1,2019,attacker
180,84,Netherlands,68,78,Right,2019,40,75,68,58,68,55,59,52,44,63,56,64,53,53,72,75,77,74,79,66,52,20,74,55,70,58,36,19,15,13,8,12,8,10,21,4000000,winter,Ligue 1,2019,attacker
175,69,Sweden,67,77,Left,2020,56,64,52,63,63,69,73,59,53,71,78,78,79,65,73,68,73,62,66,65,64,18,67,68,62,62,28,15,16,16,7,13,12,12,22,4000000,summer,Premier Liga,2019,attacker
184,77,Poland,64,69,Left,2021,57,39,60,58,57,54,60,42,60,55,75,69,52,64,62,49,71,69,69,46,70,60,34,39,47,58,59,68,65,8,15,10,9,13,24,4000000,summer,Serie A,2019,midfielder
174,68,Switzerland,62,80,Left,2021,55,49,45,57,48,63,51,35,58,68,82,77,89,57,86,55,52,78,39,47,34,36,57,58,54,50,59,30,26,12,7,5,6,11,20,4000000,summer,1 Bundesliga,2019,attacker
186,69,France,62,76,Right,2022,45,38,65,67,44,61,41,43,65,64,60,67,73,55,75,65,68,65,63,43,47,55,35,53,45,45,59,67,64,14,7,14,9,13,21,4000000,summer,Ligue 1,2019,midfielder
183,76,Poland,61,73,Right,2022,29,59,59,51,55,60,52,32,39,59,78,72,69,58,61,61,65,61,63,53,26,16,57,42,58,48,39,18,15,14,9,8,7,12,21,4000000,winter,Scottish Premiership,2019,attacker
190,82,Spain,84,84,Right,2021,38,27,77,74,31,59,53,45,72,71,54,53,53,82,56,65,77,55,82,53,81,86,30,57,37,75,89,87,85,8,6,5,9,8,33,4000000,summer,Laliga,2019,defender
178,73,Spain,79,79,Right,2021,41,82,76,72,81,77,73,64,34,78,76,75,81,77,75,78,77,73,68,79,71,35,80,61,80,78,55,33,21,9,8,9,11,12,30,4000000,summer,Laliga,2019,attacker
179,67,Spain,69,80,Right,2022,56,71,46,72,36,73,34,40,67,71,65,52,63,69,70,68,46,54,48,72,58,67,63,66,42,59,67,66,52,9,15,8,6,8,22,4000000,summer,Laliga,2019,midfielder
194,83,Belgium,76,82,Right,2023,48,54,79,70,27,52,29,36,73,64,55,64,51,74,33,46,74,71,79,26,76,75,47,61,35,75,42,77,74,9,12,14,7,8,24,4000000,summer,Ligue 1,2019,defender
179,75,Russia,71,72,Right,2022,68,64,52,68,50,79,66,44,63,74,80,82,75,60,75,67,56,64,66,68,57,47,58,62,58,60,38,47,61,10,8,12,9,11,26,4000000,summer,Premier Liga,2019,attacker
180,72,Serbia,69,82,Right,2024,57,73,58,64,65,69,60,39,38,72,75,72,75,71,72,63,67,62,63,59,54,28,73,41,73,64,70,31,29,9,13,6,7,5,19,4000000,summer,1 Bundesliga,2019,attacker
187,82,Sweden,58,70,Right,2022,34,26,55,42,26,35,24,24,36,41,58,56,42,50,51,41,76,60,72,21,55,55,28,35,37,49,53,61,58,11,11,10,10,8,21,4000000,summer,Super League,2019,defender
190,82,Portugal,66,84,Right,2024,48,36,62,63,35,57,49,32,58,63,62,66,68,57,51,47,64,59,79,38,65,64,44,56,47,63,64,66,64,9,9,9,7,6,19,4000000,summer,Ligue 1,2019,defender
188,72,Croatia,71,82,Right,2024,58,25,65,64,25,47,26,22,57,55,65,64,77,75,52,41,65,60,69,31,68,81,28,32,44,55,56,74,67,13,14,14,11,5,20,4000000,winter,Serie A,2019,defender
188,81,Slovakia,70,81,Right,2024,54,73,65,66,66,66,53,45,58,70,73,78,68,69,64,70,62,75,75,64,69,24,69,64,58,64,56,27,25,6,14,14,10,7,20,4000000,winter,Eredivisie,2019,attacker
186,76,Brazil,69,82,Right,2024,20,40,70,59,26,31,29,24,58,52,63,66,47,67,61,35,66,63,63,16,73,73,40,59,30,61,70,71,73,6,13,14,12,8,19,4000000,summer,Premier Liga Ukr,2019,defender
184,83,Nigeria,75,76,Right,2022,44,77,72,66,69,70,45,47,55,72,73,77,70,78,64,77,78,74,82,68,56,17,76,58,66,75,42,16,14,14,11,11,12,10,25,4000000,summer,Jupiler Pro League,2020,attacker
180,72,Senegal,63,79,Right,2022,54,66,42,54,43,66,59,39,53,65,85,85,77,51,73,74,47,68,55,54,46,18,65,64,51,59,20,28,26,11,12,14,15,12,19,4000000,summer,Super League,2020,attacker
188,77,Paraguay,72,82,Left,2023,62,58,71,70,47,62,52,41,72,63,59,65,51,70,50,63,78,78,84,59,64,76,68,47,45,55,71,67,70,7,13,14,13,15,23,4000000,summer,1 Bundesliga,2020,defender
178,69,Peru,73,73,Left,2023,50,77,72,67,75,72,68,69,34,74,73,74,78,74,78,74,77,63,61,61,81,19,78,60,71,70,21,15,18,9,15,15,11,12,30,4000000,summer,Serie A,2020,attacker
190,80,DR Congo,74,77,Right,2022,70,56,76,70,54,66,70,37,72,71,68,67,65,75,64,67,72,74,77,59,77,73,63,70,56,66,67,74,72,13,15,8,13,14,27,4000000,summer,Super Lig,2020,defender
185,75,Italy,71,81,Right,2022,38,23,65,66,34,51,32,32,65,62,62,64,64,68,60,48,69,51,66,30,71,72,36,36,43,63,12,75,72,12,12,6,7,13,23,4000000,summer,Serie A,2020,defender
196,89,Netherlands,82,82,Right,2021,38,86,93,73,83,68,61,30,37,75,46,53,34,82,32,82,49,70,92,70,68,39,88,67,90,81,52,45,26,6,12,15,11,8,31,4000000,winter,Jupiler Pro League,2020,attacker
189,75,Germany,76,83,Right,2021,42,42,74,70,38,66,37,39,69,69,54,73,62,74,57,55,72,82,76,45,74,77,52,57,48,71,31,78,75,11,12,12,13,13,24,4000000,summer,1 Bundesliga,2020,defender
187,76,France,75,75,Right,2021,61,55,74,74,60,67,57,57,74,74,61,45,63,75,64,77,78,61,78,59,83,77,60,65,68,73,70,79,74,11,11,11,8,5,31,4000000,summer,Laliga,2020,midfielder
178,76,Greece,73,81,Right,2021,54,74,61,68,63,80,47,41,50,80,89,86,77,72,78,70,69,73,63,66,61,20,69,50,69,61,21,18,24,8,14,12,15,11,23,4000000,summer,Ligue 1,2020,attacker
177,76,Netherlands,69,77,Right,2021,68,35,62,65,38,70,43,39,57,64,77,79,71,66,76,55,92,75,76,29,83,62,54,52,46,66,27,71,68,6,5,6,10,10,22,4000000,summer,1 Bundesliga,2020,defender
188,76,Morocco,67,75,Left,2021,41,38,68,66,38,56,43,41,59,66,51,62,49,64,52,62,66,64,69,46,68,66,39,47,48,65,15,66,66,7,15,9,14,6,24,4000000,summer,Ligue 1,2020,defender
174,70,Israel,65,71,Right,2021,52,69,52,55,60,75,54,38,46,70,75,78,68,61,73,64,57,70,46,58,42,21,62,60,62,66,60,12,19,7,10,7,10,9,24,4000000,summer,Laliga,2020,attacker
185,80,Switzerland,66,80,Left,2021,63,69,64,59,57,67,55,32,38,66,73,75,70,60,66,69,70,68,71,63,49,18,65,60,66,56,24,12,18,15,13,14,14,13,21,4000000,summer,Premier League,2020,attacker
186,83,Turkey,79,79,Right,2020,49,28,79,74,47,64,44,33,69,69,67,75,64,79,61,62,80,65,79,29,70,77,35,59,43,78,77,82,81,11,8,11,12,15,30,4000000,summer,1 Bundesliga,2020,defender
191,87,Italy,69,76,Left,2021,40,33,73,54,35,40,30,30,55,60,51,54,54,61,52,52,71,60,72,25,65,63,21,34,38,60,68,73,73,13,10,10,5,7,25,4000000,summer,Serie A,2021,defender
190,83,Mali,59,70,Left,2021,31,59,56,48,53,55,46,28,28,55,72,69,66,54,66,59,73,66,72,52,60,10,60,47,44,49,47,26,15,7,10,6,8,7,22,4000000,winter,Ligue 1,2021,attacker
178,75,Spain,72,81,Right,2021,65,60,55,78,59,72,64,71,73,77,67,61,68,72,70,63,60,62,62,62,58,67,65,74,68,67,12,59,57,5,9,14,11,14,22,4000000,summer,Laliga,2021,midfielder
187,84,Poland,80,80,Right,2022,63,72,75,79,74,70,52,62,81,79,67,69,59,81,53,82,74,78,83,78,80,77,72,69,78,80,16,77,72,15,14,8,6,7,31,4000000,summer,Premier Liga,2021,midfielder
170,73,France,77,81,Left,2022,74,68,60,73,48,76,79,58,69,74,83,81,75,74,81,80,74,80,73,69,72,72,71,65,42,70,30,74,75,14,8,5,6,9,23,4000000,summer,Jupiler Pro League,2021,defender
175,66,Nigeria,76,83,Right,2022,65,75,74,66,66,78,62,41,58,76,93,92,88,78,79,78,94,78,63,68,68,13,74,58,56,67,38,45,27,13,7,11,11,13,23,4000000,summer,Premier League,2021,attacker
172,70,Spain,72,77,Left,2022,73,50,70,76,49,67,68,66,68,68,79,78,78,72,76,61,64,76,62,53,54,67,58,56,48,67,71,65,67,14,14,10,6,8,26,4000000,summer,Laliga,2021,defender
