height_cm,weight_kg,nationality,overall,potential,preferred_foot,international_reputation,weak_foot,skill_moves,contract_valid_until,position_group,age,fee,window,league,season,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
178,73,England,70,77,Left,1,3,2,2021,defender,24,1000000,summer,Ger Bundesliga,2021,72,31,51,68,21,67,64,44,60,70,79,84,79,63,78,35,60,69,56,28,64,62,49,45,35,58,69,67,66,13,14,10,8,11
182,72,England,70,75,Right,1,5,3,2021,midfielder,26,2500000,summer,Premier League,2021,73,62,58,72,71,70,74,73,73,73,67,67,70,68,70,76,59,70,67,69,61,64,63,70,74,69,69,65,59,8,15,12,8,6
187,77,Belgium,70,75,Right,1,3,3,2021,attacker,26,2200000,winter,Jupiler Pro League,2021,69,65,59,69,59,72,72,64,67,67,80,87,74,62,58,76,76,59,73,68,47,21,68,60,55,64,33,30,25,9,6,13,6,16
180,81,Germany,70,73,Left,1,3,3,2021,defender,26,2500000,summer,Ger Bundesliga,2021,69,35,49,71,31,66,65,60,59,71,67,69,69,68,72,52,69,70,66,38,61,67,41,41,35,69,30,69,67,13,11,11,10,9
182,72,Turkey,70,73,Right,1,5,3,2021,midfielder,28,5000000,winter,Super Lig,2021,62,68,68,75,66,70,70,72,67,71,70,62,75,72,71,74,59,63,56,74,64,68,69,73,67,66,66,64,61,12,11,6,8,11
182,72,Turkey,70,73,Right,1,5,3,2021,midfielder,27,5000000,summer,Super Lig,2021,62,68,68,75,66,70,70,72,67,71,70,62,75,72,71,74,59,63,56,74,64,68,69,73,67,66,66,64,61,12,11,6,8,11
178,78,DR Congo,70,71,Right,1,3,3,2021,attacker,28,1600000,summer,Super Lig,2021,58,71,74,61,62,66,68,46,46,67,74,76,63,69,71,74,72,67,76,62,64,44,72,59,64,68,36,34,32,8,10,6,11,7
184,80,Germany,70,70,Right,1,3,2,2021,attacker,30,4000000,summer,Ger Bundesliga,2021,44,73,75,57,59,64,53,33,44,65,70,69,66,68,67,74,84,76,79,62,73,24,70,54,65,64,13,20,19,12,7,6,11,7
186,81,Germany,69,77,Right,1,3,3,2021,attacker,22,1000000,summer,Ger Bundesliga,2021,47,72,61,62,64,66,47,34,43,70,84,85,70,68,68,68,65,72,71,61,63,14,70,58,63,57,66,15,23,10,9,6,7,8
189,83,Germany,69,76,Right,1,3,2,2021,defender,24,1500000,summer,Austria Bundesliga,2021,49,25,66,71,39,53,39,22,67,66,67,73,54,67,51,59,66,62,79,45,73,66,29,59,26,65,63,72,70,14,14,11,12,10
191,87,Italy,69,76,Left,1,3,2,2021,defender,25,4000000,summer,Serie A,2021,40,33,73,54,35,40,30,30,55,60,51,54,54,61,52,52,71,60,72,25,65,63,21,34,38,60,68,73,73,13,10,10,5,7
191,87,Italy,69,76,Left,1,3,2,2021,defender,26,3000000,winter,Serie A,2021,40,33,73,54,35,40,30,30,55,60,51,54,54,61,52,52,71,60,72,25,65,63,21,34,38,60,68,73,73,13,10,10,5,7
191,87,Italy,69,76,Left,1,3,2,2021,defender,25,3000000,summer,Serie A,2021,40,33,73,54,35,40,30,30,55,60,51,54,54,61,52,52,71,60,72,25,65,63,21,34,38,60,68,73,73,13,10,10,5,7
180,74,Austria,69,75,Left,1,3,3,2021,attacker,24,2500000,summer,Austria Bundesliga,2021,70,63,47,65,56,74,73,69,60,72,73,78,82,58,69,70,62,67,67,68,44,37,63,67,58,61,18,33,33,13,12,12,8,7
182,68,Tunisia,69,73,Left,1,3,3,2021,midfielder,26,2000000,summer,Ligue 1,2021,70,60,34,71,59,72,73,71,70,73,68,66,75,63,68,74,61,65,51,69,42,28,65,68,49,64,69,32,38,12,14,11,14,9
177,73,Denmark,69,71,Right,1,3,3,2021,midfielder,26,1800000,summer,Jupiler Pro League,2021,58,67,39,67,59,72,67,55,62,70,75,72,73,65,73,58,78,59,66,64,62,61,70,70,53,69,67,58,49,9,15,14,9,9
183,73,Morocco,69,69,Right,1,3,3,2021,midfielder,30,1300000,summer,Serie A,2021,58,53,58,77,57,72,53,72,75,72,61,57,66,70,60,72,50,66,59,71,58,58,60,63,54,68,68,67,62,9,8,9,11,8
179,79,Germany,69,69,Left,1,3,3,2021,attacker,31,2500000,winter,Ger Bundesliga,2021,63,70,53,66,68,69,66,59,53,69,78,75,74,72,73,76,73,76,68,65,68,20,72,58,65,67,32,25,22,11,11,11,7,11
188,82,Italy,68,83,Right,1,3,2,2021,midfielder,21,7000000,summer,Ligue 1,2021,69,32,56,57,35,62,38,33,44,60,76,69,58,63,56,26,60,70,61,27,68,65,53,44,41,49,67,70,67,8,8,9,8,6
188,82,Italy,68,83,Right,1,3,2,2021,midfielder,21,7000000,summer,Serie A,2021,69,32,56,57,35,62,38,33,44,60,76,69,58,63,56,26,60,70,61,27,68,65,53,44,41,49,67,70,67,8,8,9,8,6
180,70,Burkina Faso,68,83,Right,1,2,2,2021,defender,20,7000000,summer,Ligue 1,2021,68,21,55,63,22,61,31,29,63,64,91,89,83,63,73,42,83,73,66,26,75,56,38,48,24,53,68,64,66,10,8,9,14,13
180,70,Burkina Faso,68,83,Right,1,2,2,2021,defender,20,7000000,summer,Premier League,2021,68,21,55,63,22,61,31,29,63,64,91,89,83,63,73,42,83,73,66,26,75,56,38,48,24,53,68,64,66,10,8,9,14,13
183,92,United States,68,80,Right,1,3,2,2021,defender,24,13000000,summer,Premier League,2021,40,17,67,69,26,44,27,30,66,57,61,64,53,65,60,36,72,55,79,16,62,66,27,41,38,60,35,71,68,13,6,8,16,10
183,92,United States,68,80,Right,1,3,2,2021,defender,23,13000000,summer,Scottish Premiership,2021,40,17,67,69,26,44,27,30,66,57,61,64,53,65,60,36,72,55,79,16,62,66,27,41,38,60,35,71,68,13,6,8,16,10
180,69,France,68,79,Right,1,4,2,2021,defender,21,4000000,summer,Super League,2021,53,26,67,67,33,63,53,27,53,66,69,72,69,63,72,53,70,68,71,24,66,66,45,49,48,65,25,69,71,8,14,5,7,9
179,73,Norway,68,78,Left,1,3,4,2021,attacker,23,1500000,summer,Jupiler Pro League,2021,60,59,37,61,47,72,67,59,54,72,84,81,78,61,75,64,71,72,68,54,68,40,65,63,44,61,29,43,36,8,14,12,6,9
174,67,Italy,68,77,Right,1,4,3,2021,midfielder,23,1000000,summer,Serie A,2021,65,50,54,68,62,72,67,63,62,72,74,73,77,68,75,62,60,62,58,60,50,29,67,68,60,59,52,29,28,15,10,6,7,9
173,65,Morocco,68,77,Right,1,4,4,2021,midfielder,23,2500000,summer,Ligue 1,2021,65,64,59,70,57,71,66,66,65,69,72,65,76,58,78,66,57,72,56,72,59,49,63,68,58,65,66,49,51,7,13,5,9,14
173,65,Morocco,68,77,Right,1,4,4,2021,midfielder,24,2500000,winter,Ligue 1,2021,65,64,59,70,57,71,66,66,65,69,72,65,76,58,78,66,57,72,56,72,59,49,63,68,58,65,66,49,51,7,13,5,9,14
190,84,England,68,75,Right,1,3,2,2021,defender,25,4000000,summer,Premier League,2021,30,23,71,68,30,37,29,35,56,50,51,51,44,63,56,45,65,64,79,21,65,66,25,39,45,59,21,71,70,9,6,6,12,10
185,82,Germany,68,74,Right,1,2,2,2021,midfielder,24,1200000,summer,Ger Bundesliga,2021,62,45,62,66,39,64,64,49,64,66,55,63,63,65,64,64,69,78,78,50,71,67,53,61,48,62,70,65,62,15,7,11,14,9
183,77,Mali,68,74,Right,1,3,3,2021,midfielder,25,5000000,summer,Serie A,2021,51,52,64,70,43,67,54,42,64,68,71,76,71,67,66,59,64,75,70,53,70,67,62,61,49,62,40,64,66,9,12,14,8,6
188,83,Germany,68,73,Right,1,3,1,2021,goalkeeper,26,7000000,summer,Ger Bundesliga,2021,21,15,15,51,15,20,20,9,49,39,49,43,45,61,46,58,64,36,70,17,28,17,12,62,28,61,24,16,17,71,68,77,63,69
190,82,Germany,68,73,Right,1,4,2,2021,defender,24,8500000,summer,Ger Bundesliga,2021,40,36,67,63,35,53,38,39,60,60,63,68,48,60,50,51,68,59,78,35,68,62,42,53,40,59,64,70,69,14,11,14,9,13
190,78,Netherlands,68,70,Right,1,3,2,2021,defender,27,2500000,summer,Eredivisie,2021,40,44,70,64,34,48,62,67,66,58,43,45,54,60,45,74,70,69,79,58,68,65,36,59,44,63,25,69,64,11,8,6,14,14
183,78,Wales,67,84,Right,1,3,2,2021,midfielder,20,12000000,summer,Serie A,2021,27,23,63,70,25,57,34,27,64,62,63,60,58,66,68,52,74,60,68,22,69,64,29,59,33,64,15,69,67,13,12,9,8,12
189,80,Netherlands,67,79,Right,1,3,2,2021,defender,21,5000000,summer,Premier League,2021,32,33,67,66,28,60,54,66,63,64,62,55,44,56,49,72,72,57,72,50,71,64,32,42,65,62,68,67,68,11,9,8,7,5
185,80,Germany,67,78,Right,1,4,3,2021,attacker,22,8000000,summer,Ger Bundesliga,2021,39,67,63,62,48,66,42,33,31,71,77,83,70,60,65,72,73,67,76,52,64,22,67,63,66,61,72,15,17,9,11,11,8,6
185,80,Germany,67,78,Right,1,4,3,2021,attacker,22,12000000,summer,Premier League,2021,39,67,63,62,48,66,42,33,31,71,77,83,70,60,65,72,73,67,76,52,64,22,67,63,66,61,72,15,17,9,11,11,8,6
179,68,Argentina,67,78,Right,1,3,3,2021,attacker,21,3500000,summer,Serie A,2021,57,72,69,70,65,70,54,55,52,72,70,66,69,63,73,63,66,58,39,66,34,19,66,67,66,59,36,21,16,6,9,13,12,12
171,63,Ukraine,67,76,Left,1,3,3,2021,attacker,24,1200000,summer,Jupiler Pro League,2021,63,66,58,59,56,70,65,58,56,69,73,73,74,59,77,70,59,48,41,67,31,17,66,60,66,62,34,39,22,5,11,10,11,11
171,63,Ukraine,67,76,Left,1,3,3,2021,attacker,23,1200000,summer,Scottish Premiership,2021,63,66,58,59,56,70,65,58,56,69,73,73,74,59,77,70,59,48,41,67,31,17,66,60,66,62,34,39,22,5,11,10,11,11
188,80,Germany,67,76,Right,1,3,2,2021,defender,22,5000000,summer,Ger Bundesliga,2021,35,25,66,61,33,35,31,37,56,57,55,63,60,63,50,47,59,61,74,36,64,64,31,52,44,53,14,71,68,11,12,6,12,15
175,72,Italy,67,75,Left,1,3,2,2021,defender,23,45000000,summer,Serie A,2021,71,29,58,70,33,62,65,72,68,61,62,59,52,59,71,45,51,62,54,41,62,58,54,57,66,59,70,72,72,9,8,12,7,7
191,78,Italy,67,75,Left,1,3,3,2021,attacker,24,1000000,summer,Serie A,2021,37,72,72,56,65,65,52,39,37,67,64,63,59,58,72,65,56,64,73,55,29,10,72,40,67,60,45,24,10,4,5,5,4,3
186,80,Germany,67,74,Right,1,4,3,2021,midfielder,25,2500000,winter,Serie A,2021,62,64,68,69,41,76,74,68,63,74,71,60,77,70,63,75,70,72,67,74,53,46,67,62,57,64,61,53,54,8,6,14,8,12
191,85,Denmark,67,73,Right,1,2,1,2021,goalkeeper,24,5000000,summer,Premier League,2021,17,14,16,27,20,11,16,11,21,16,40,44,32,54,48,52,59,44,67,15,19,20,14,33,21,47,67,18,13,69,65,69,67,68
165,60,Austria,67,72,Right,1,4,3,2021,midfielder,25,1800000,summer,Austria Bundesliga,2021,64,60,42,62,54,68,60,51,58,70,82,81,90,58,95,59,82,73,32,58,61,52,56,58,53,55,18,48,49,8,15,13,11,16
176,75,Canada,67,72,Left,1,2,3,2021,defender,26,1800000,summer,Super Lig,2021,64,47,57,64,22,64,56,23,56,63,82,81,76,58,75,49,83,83,70,22,70,59,57,58,32,58,68,63,59,11,13,7,12,9
190,78,Ghana,67,72,Right,1,4,2,2021,defender,23,1000000,summer,Serie A,2021,39,29,67,51,37,44,30,27,46,51,64,67,56,65,46,62,66,60,80,31,72,68,35,39,41,58,63,67,68,5,8,10,7,9
186,75,Georgia,67,70,Right,1,5,3,2021,midfielder,26,1000000,summer,Liga Portugal,2021,66,59,56,70,47,66,67,66,67,73,48,62,61,65,64,65,66,62,68,65,70,69,58,70,49,71,66,62,57,8,7,7,6,11
191,80,Estonia,67,69,Left,1,3,2,2021,defender,28,1000000,winter,Super League,2021,55,50,61,62,34,55,60,31,62,62,54,44,60,63,55,58,70,83,84,50,74,65,50,55,51,62,56,67,64,12,15,14,12,6
193,84,Germany,66,83,Left,1,2,1,2021,goalkeeper,21,1200000,summer,Ger Bundesliga,2021,10,11,11,29,9,13,15,14,25,17,25,23,26,49,23,50,40,19,63,8,26,11,6,24,13,22,15,10,13,69,66,67,65,69
185,75,Netherlands,66,82,Left,1,3,4,2021,midfielder,22,4500000,summer,Premier League,2021,65,61,46,63,59,67,67,62,58,59,75,79,74,54,48,73,56,65,59,62,65,42,66,65,51,58,54,46,42,13,7,14,8,11
185,75,Netherlands,66,82,Left,1,3,4,2021,midfielder,21,4500000,summer,Premier League,2021,65,61,46,63,59,67,67,62,58,59,75,79,74,54,48,73,56,65,59,62,65,42,66,65,51,58,54,46,42,13,7,14,8,11
181,80,France,66,81,Right,1,3,2,2021,midfielder,19,2000000,summer,Serie A,2021,59,24,58,61,34,62,52,32,53,61,78,83,76,59,75,61,74,69,74,43,65,63,59,54,49,57,62,64,62,7,12,12,10,11
178,68,England,66,80,Left,1,3,2,2021,defender,21,1800000,summer,Premier League,2021,64,52,62,61,51,65,65,63,58,64,80,79,65,52,58,59,70,67,62,58,67,61,59,52,45,60,24,63,61,9,12,15,12,11
179,66,Ghana,66,78,Left,1,3,3,2021,attacker,22,3000000,winter,Eredivisie,2021,59,59,40,64,60,68,62,61,59,70,80,82,71,54,75,68,67,81,59,63,40,46,57,53,59,54,51,46,45,10,13,10,9,7
179,66,Ghana,66,78,Left,1,3,3,2021,attacker,21,9000000,summer,Jupiler Pro League,2021,59,59,40,64,60,68,62,61,59,70,80,82,71,54,75,68,67,81,59,63,40,46,57,53,59,54,51,46,45,10,13,10,9,7
195,79,England,66,77,Left,1,3,2,2021,defender,22,1500000,summer,Superliga,2021,59,32,60,60,42,59,45,41,55,63,69,69,63,62,55,57,64,74,77,48,60,62,47,39,39,57,59,64,62,13,10,10,13,15
191,86,Germany,66,77,Right,1,3,2,2021,defender,21,40000000,summer,Ger Bundesliga,2021,29,21,66,55,29,38,36,35,49,49,60,73,52,63,51,51,60,59,74,26,65,64,25,42,38,56,68,70,67,8,10,8,14,13
180,75,Belgium,66,76,Right,1,4,3,2021,midfielder,23,1000000,winter,Jupiler Pro League,2021,74,54,48,73,60,68,71,57,73,72,66,54,67,57,62,65,44,62,60,56,45,56,58,74,55,68,66,40,33,15,14,9,8,8
180,76,Albania,66,75,Right,1,3,3,2021,midfielder,22,2000000,summer,Eredivisie,2021,53,49,58,69,53,65,55,55,68,67,71,71,69,66,71,59,91,82,68,56,82,68,57,59,49,64,68,64,64,8,5,14,11,14
180,76,Albania,66,75,Right,1,3,3,2021,midfielder,22,2000000,summer,Supersport Hnl,2021,53,49,58,69,53,65,55,55,68,67,71,71,69,66,71,59,91,82,68,56,82,68,57,59,49,64,68,64,64,8,5,14,11,14
178,80,Nigeria,66,74,Right,1,3,3,2021,midfielder,25,2000000,winter,Ligue 1,2021,42,41,46,62,38,64,47,35,66,65,79,73,77,52,81,47,76,74,83,43,91,62,42,51,47,67,24,66,65,8,11,15,6,14
184,74,Austria,66,72,Right,1,5,3,2021,attacker,22,3500000,summer,Austria Bundesliga,2021,67,66,52,67,61,65,63,61,66,64,63,68,66,61,61,65,58,72,67,65,32,21,63,66,66,63,37,22,21,7,9,11,10,9
187,72,Nigeria,66,71,Right,1,3,2,2021,defender,25,2500000,summer,Serie A,2021,58,37,54,60,30,64,41,33,47,63,84,89,69,63,62,52,84,34,66,30,68,63,52,41,47,59,59,67,68,8,16,16,11,14
192,76,Scotland,66,70,Right,1,2,2,2021,defender,26,4500000,summer,Jupiler Pro League,2021,48,26,68,64,26,59,38,28,54,65,69,69,62,55,60,50,77,72,75,35,68,60,42,45,37,63,68,66,65,13,11,13,8,13
192,76,Scotland,66,70,Right,1,2,2,2021,defender,26,1100000,summer,Jupiler Pro League,2021,48,26,68,64,26,59,38,28,54,65,69,69,62,55,60,50,77,72,75,35,68,60,42,45,37,63,68,66,65,13,11,13,8,13
192,76,Scotland,66,70,Right,1,2,2,2021,defender,26,3000000,summer,Scottish Premiership,2021,48,26,68,64,26,59,38,28,54,65,69,69,62,55,60,50,77,72,75,35,68,60,42,45,37,63,68,66,65,13,11,13,8,13
179,72,Austria,66,70,Left,1,4,3,2021,midfielder,25,1200000,summer,Austria Bundesliga,2021,64,64,58,70,53,68,69,68,60,67,72,69,71,62,71,59,72,71,63,63,62,51,61,65,68,62,57,45,37,8,6,9,15,7
179,61,Morocco,66,68,Right,1,3,3,2021,midfielder,26,1200000,winter,Eredivisie,2021,63,53,28,70,46,71,69,66,57,73,77,75,80,59,77,69,42,71,34,52,42,26,54,69,52,64,60,35,34,10,14,13,14,10
183,78,England,65,83,Right,1,3,2,2021,defender,20,2000000,summer,Premier League,2021,42,33,65,63,29,57,46,33,63,58,72,79,69,64,53,54,70,61,72,39,66,63,41,53,35,61,64,64,57,11,8,11,5,10
170,60,France,65,76,Left,1,3,3,2021,attacker,22,1000000,summer,Liga Portugal,2021,59,55,39,65,40,72,65,52,59,69,73,76,82,62,92,56,56,41,31,52,47,26,55,62,53,62,15,29,33,7,10,9,14,13
170,60,France,65,76,Left,1,3,3,2021,attacker,22,1000000,summer,Ligue 1,2021,59,55,39,65,40,72,65,52,59,69,73,76,82,62,92,56,56,41,31,52,47,26,55,62,53,62,15,29,33,7,10,9,14,13
181,72,Sweden,65,72,Left,1,2,3,2021,defender,22,6000000,summer,Ligue 1,2021,62,59,40,61,56,65,55,43,49,63,83,85,76,62,68,74,57,76,69,68,52,30,59,55,46,59,16,28,28,12,10,7,6,8
178,69,Germany,65,72,Right,1,3,3,2021,attacker,23,2500000,summer,Ger Bundesliga,2021,52,55,65,72,45,67,56,50,66,65,74,68,78,66,76,60,63,60,46,46,58,43,64,59,52,62,44,59,55,6,7,12,12,6
178,72,Germany,64,82,Left,1,3,3,2021,midfielder,20,7500000,summer,Ger Bundesliga,2021,63,45,63,72,44,64,58,66,68,70,64,64,70,57,64,62,70,72,56,57,59,54,57,64,42,62,22,64,61,7,14,5,9,9
185,71,Ukraine,64,81,Right,1,2,2,2021,attacker,20,4000000,summer,Premier Liga Ukr,2021,31,69,58,60,57,64,33,31,27,62,75,73,68,59,66,58,66,56,59,65,28,16,65,43,58,53,28,19,11,14,7,12,8,14
180,75,Italy,64,79,Right,1,3,4,2021,attacker,22,8000000,summer,Serie A,2021,57,60,42,60,52,68,52,45,42,68,77,78,72,58,75,66,45,40,48,51,38,25,62,59,69,55,56,35,39,12,13,6,5,14
185,80,Denmark,64,78,Right,1,3,3,2021,midfielder,21,1000000,summer,Ger Bundesliga,2021,48,49,46,68,32,72,45,40,63,69,69,68,76,63,77,44,74,68,69,38,43,49,56,67,41,59,34,53,42,13,9,13,6,12
186,80,Switzerland,64,78,Right,1,2,1,2021,goalkeeper,23,2200000,winter,Super League,2021,12,7,12,19,5,7,10,14,24,15,31,28,39,58,31,47,46,20,40,6,24,9,6,32,19,43,57,14,12,63,64,62,60,66
182,77,Austria,64,78,Right,1,4,2,2021,attacker,20,18000000,summer,Ger Bundesliga,2021,60,53,44,59,44,66,51,50,58,64,82,84,73,56,67,55,71,67,71,48,60,44,57,58,52,46,62,39,45,12,13,9,14,13
174,66,France,64,77,Left,1,3,3,2021,attacker,20,2200000,winter,Ligue 1,2021,60,59,46,60,57,67,63,60,54,66,80,82,80,57,79,65,38,49,50,58,53,30,59,58,61,62,53,38,32,8,9,14,15,14
174,66,France,64,77,Left,1,3,3,2021,attacker,20,2200000,summer,Ligue 1,2021,60,59,46,60,57,67,63,60,54,66,80,82,80,57,79,65,38,49,50,58,53,30,59,58,61,62,53,38,32,8,9,14,15,14
174,60,France,64,77,Left,1,3,2,2021,attacker,21,7500000,summer,Ger Bundesliga,2021,58,60,48,70,49,70,54,49,56,69,70,70,56,49,77,62,43,38,31,39,35,24,57,63,66,57,55,35,35,10,8,14,8,12
189,75,Norway,64,76,Right,1,2,2,2021,defender,21,1000000,summer,Jupiler Pro League,2021,28,24,61,63,23,41,37,28,48,52,56,66,49,60,57,45,65,62,77,26,59,62,37,38,36,56,63,68,63,14,14,6,9,9
168,68,Ghana,64,75,Right,1,3,3,2021,attacker,21,3000000,winter,Allsvenskan,2021,55,60,38,57,49,66,54,37,47,63,86,88,92,55,90,55,81,60,52,50,64,25,60,52,43,53,36,31,28,13,9,14,12,14
191,81,England,64,74,Right,1,3,2,2021,attacker,23,1800000,summer,Premier League,2021,29,68,67,54,54,55,30,31,31,60,60,68,49,60,64,67,70,55,71,51,56,19,66,43,64,63,64,19,25,13,13,13,10,9
180,75,Germany,64,73,Left,1,3,3,2021,defender,23,14000000,summer,Ger Bundesliga,2021,64,57,54,68,48,68,66,37,54,67,84,83,76,63,75,61,58,72,60,62,46,49,58,59,49,57,26,52,54,11,8,14,12,6
192,83,Poland,64,72,Right,1,2,1,2021,goalkeeper,24,1100000,summer,Super Lig,2021,10,9,12,22,8,13,11,11,16,12,27,27,37,54,35,41,33,26,57,9,19,8,6,28,16,35,38,10,11,68,58,55,63,70
185,73,Luxembourg,64,71,Left,1,3,3,2021,attacker,25,1000000,summer,Premier League,2021,62,63,49,64,52,64,66,65,58,63,65,70,63,59,74,70,65,62,66,67,48,34,63,68,52,58,30,43,42,10,14,8,10,12
185,73,Luxembourg,64,71,Left,1,3,3,2021,attacker,24,1000000,summer,Premier League,2021,62,63,49,64,52,64,66,65,58,63,65,70,63,59,74,70,65,62,66,67,48,34,63,68,52,58,30,43,42,10,14,8,10,12
188,74,Germany,63,86,Left,1,3,2,2021,defender,18,2000000,summer,Ger Bundesliga,2021,66,38,53,41,30,68,39,37,32,43,70,69,60,65,60,32,63,61,62,29,59,55,58,39,49,43,40,77,68,7,11,12,9,13
182,72,France,63,83,Right,1,3,2,2021,defender,18,5000000,summer,Ligue 1,2021,59,33,55,59,29,61,51,41,57,60,67,73,68,59,64,50,62,55,52,32,59,59,64,55,42,49,65,63,62,11,14,9,10,8
183,73,England,63,81,Right,1,4,3,2021,attacker,21,6000000,winter,Scottish Premiership,2021,45,66,60,54,60,58,55,51,44,59,75,75,66,60,66,64,60,55,62,60,58,21,63,52,64,65,61,24,19,13,10,14,11,9
175,65,Netherlands,63,80,Right,1,3,3,2021,midfielder,20,2500000,summer,Ger Bundesliga,2021,41,57,42,68,53,71,60,45,60,68,76,67,84,52,77,46,66,53,39,43,28,33,55,60,45,47,42,29,38,11,10,13,7,9
183,72,England,63,78,Left,1,3,3,2021,defender,22,6000000,summer,Premier League,2021,66,49,37,57,41,64,59,55,52,63,87,90,83,52,75,66,57,63,55,62,55,48,47,52,49,58,9,58,57,14,6,5,8,8
183,72,England,63,78,Left,1,3,3,2021,defender,21,6000000,winter,Premier League,2021,66,49,37,57,41,64,59,55,52,63,87,90,83,52,75,66,57,63,55,62,55,48,47,52,49,58,9,58,57,14,6,5,8,8
186,82,France,63,78,Right,1,3,3,2021,midfielder,21,1200000,summer,Ligue 1,2021,56,46,56,69,41,64,52,53,67,64,61,64,62,57,60,68,58,64,76,58,51,54,48,66,52,51,26,57,56,9,10,12,9,11
185,79,France,63,77,Right,1,3,3,2021,attacker,19,4500000,summer,Ligue 1,2021,48,64,64,55,59,59,52,49,47,62,63,68,64,56,53,66,51,49,70,56,56,12,65,52,61,58,60,21,18,7,10,7,6,5
186,79,Belgium,63,72,Right,1,3,2,2021,midfielder,22,2000000,winter,Jupiler Pro League,2021,52,58,55,65,53,64,55,56,62,66,57,63,62,61,62,57,60,62,67,59,54,48,61,62,53,52,27,53,49,5,13,14,12,6
186,79,Belgium,63,72,Right,1,3,2,2021,midfielder,22,2000000,summer,Serie A,2021,52,58,55,65,53,64,55,56,62,66,57,63,62,61,62,57,60,62,67,59,54,48,61,62,53,52,27,53,49,5,13,14,12,6
183,78,Italy,62,80,Right,1,3,2,2021,attacker,20,3500000,summer,Serie A,2021,42,67,68,55,54,55,41,30,37,60,54,51,51,65,55,62,60,57,65,62,58,25,67,50,36,56,60,38,34,14,13,13,10,11
183,78,Italy,62,80,Right,1,3,2,2021,attacker,20,1800000,winter,Serie A,2021,42,67,68,55,54,55,41,30,37,60,54,51,51,65,55,62,60,57,65,62,58,25,67,50,36,56,60,38,34,14,13,13,10,11
178,72,Italy,62,80,Right,1,3,2,2021,midfielder,20,1000000,winter,Serie A,2021,56,28,52,70,50,60,54,58,64,68,67,67,66,64,69,64,62,72,59,40,60,62,50,60,49,68,53,61,61,14,12,6,11,13
185,85,Germany,62,77,Right,1,3,3,2021,attacker,20,2000000,summer,Ger Bundesliga,2021,37,62,64,54,44,57,49,38,42,60,65,75,64,62,68,59,64,52,69,60,35,21,62,49,60,55,34,23,16,15,11,10,14,13
169,59,France,62,73,Left,1,2,3,2021,midfielder,22,2000000,summer,Ligue 1,2021,55,56,32,62,57,66,59,56,51,71,78,75,90,52,88,57,57,54,31,51,43,17,54,54,53,61,59,20,21,9,11,12,11,11
185,73,England,62,72,Right,1,3,2,2021,attacker,22,3500000,summer,Jupiler Pro League,2021,37,65,62,60,60,55,38,28,28,61,70,76,66,58,57,58,66,59,66,48,59,21,64,51,53,48,60,15,19,11,13,5,13,11
185,73,England,62,72,Right,1,3,2,2021,attacker,23,3000000,winter,Ligue 1,2021,37,65,62,60,60,55,38,28,28,61,70,76,66,58,57,58,66,59,66,48,59,21,64,51,53,48,60,15,19,11,13,5,13,11
185,72,England,61,82,Right,1,3,2,2021,defender,19,25000000,summer,Jupiler Pro League,2021,41,29,64,55,33,49,44,34,52,58,61,64,51,57,62,54,68,65,59,28,60,60,36,49,43,57,57,63,62,9,5,10,13,14
185,72,England,61,82,Right,1,3,2,2021,defender,20,25000000,summer,Premier League,2021,41,29,64,55,33,49,44,34,52,58,61,64,51,57,62,54,68,65,59,28,60,60,36,49,43,57,57,63,62,9,5,10,13,14
185,72,England,61,82,Right,1,3,2,2021,defender,19,25000000,winter,Premier League,2021,41,29,64,55,33,49,44,34,52,58,61,64,51,57,62,54,68,65,59,28,60,60,36,49,43,57,57,63,62,9,5,10,13,14
183,78,Italy,61,78,Left,1,3,2,2021,defender,19,5000000,winter,Serie A,2021,65,28,56,34,33,65,43,36,34,60,64,59,52,61,59,30,59,57,65,29,58,60,53,37,49,45,58,65,67,9,11,5,6,11
178,74,Tunisia,61,69,Right,1,3,2,2021,defender,23,8000000,summer,Premier Liga,2021,27,23,62,60,34,32,26,35,38,52,52,60,55,51,68,46,68,60,57,25,52,59,25,30,41,43,59,70,68,9,8,12,10,14
191,82,France,60,74,Right,1,2,2,2021,midfielder,21,7000000,summer,Ligue 1,2021,51,36,59,62,31,44,38,40,53,56,59,60,35,55,51,51,67,52,80,42,58,58,32,45,38,51,43,65,61,8,12,6,6,13
191,83,Sweden,60,72,Right,1,2,2,2021,midfielder,21,7000000,summer,Serie A,2021,53,29,57,61,33,52,41,31,43,55,65,72,54,54,58,36,65,67,77,35,61,52,52,39,33,49,45,59,54,7,12,11,5,9
191,83,Sweden,60,72,Right,1,2,2,2021,midfielder,21,7000000,summer,Superliga,2021,53,29,57,61,33,52,41,31,43,55,65,72,54,54,58,36,65,67,77,35,61,52,52,39,33,49,45,59,54,7,12,11,5,9
