club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status,normalized_name
Atalanta BC,Luca Valzania,19,Italy,Central Midfield,CM,,Cesena,Italy,7700000,in,summer,Serie A,2015,FALSE,,luca valzania
Chievo Verona,Lucas Castro,26,Argentina,Attacking Midfield,AM,,Catania,Italy,3500000,in,summer,Serie A,2015,FALSE,,lucas castro
Olympique Marseille,Lucas Ocampos,20,Argentina,Left Winger,LW,12000000,Monaco,France,7500000,in,summer,Ligue 1,2015,FALSE,,lucas ocampos
Deportivo de La Coruña,Lucas Pérez,26,Spain,Centre-Forward,CF,,PAOK Salonika,Greece,1500000,in,summer,Laliga,2015,FALSE,,lucas perez
UC Sampdoria,Lucas Torreira,19,Uruguay,Defensive Midfield,DM,15000000,Pescara,Italy,3000000,in,summer,Serie A,2015,FALSE,,lucas torreira
Olympique Lyon,Lucas Tousart,18,France,Defensive Midfield,DM,7000000,Valenciennes FC,France,2600000,in,summer,Ligue 1,2015,FALSE,,lucas tousart
Real Madrid,Lucas Vázquez,24,Spain,Right-Back,RB,6000000,Espanyol,Spain,1000000,in,summer,Laliga,2015,FALSE,,lucas vazquez
Atlético de Madrid,Luciano Vietto,21,Argentina,Centre-Forward,CF,2300000,Villarreal,Spain,20000000,in,summer,Laliga,2015,FALSE,,luciano vietto
Club Brugge KV,Ludovic Butelle,32,France,Goalkeeper,GK,,Angers SCO,France,1000000,in,winter,Jupiler Pro League,2015,FALSE,,ludovic butelle
UC Sampdoria,Luis Muriel,24,Colombia,Centre-Forward,CF,5000000,Udinese Calcio,Italy,12000000,in,summer,Serie A,2015,FALSE,,luis muriel
Trabzonspor,Luis Pedro Cavanda,24,Belgium,Right-Back,RB,,Lazio,Italy,1750000,in,summer,Super Lig,2015,FALSE,,luis pedro cavanda
AC Milan,Luiz Adriano,28,Brazil,Centre-Forward,CF,,Shakhtar D.,Ukraine,14000000,in,summer,Serie A,2015,FALSE,,luiz adriano
SL Benfica,Luka Jović,18,Serbia,Centre-Forward,CF,8000000,Apol. Limassol,Cyprus,6600000,in,winter,Liga Portugal,2015,FALSE,,luka jovic
Genoa CFC,Luka Krajnc,20,Slovenia,Centre-Back,CB,,Cesena,Italy,5000000,in,summer,Serie A,2015,FALSE,,luka krajnc
Olympiacos Piraeus,Luka Milivojevic,24,Serbia,Defensive Midfield,DM,2000000,RSC Anderlecht,Belgium,2300000,in,summer,Super League 1,2015,FALSE,,luka milivojevic
Eintracht Frankfurt,Lukas Hradecky,25,Finland,Goalkeeper,GK,2500000,Bröndby IF,Denmark,2500000,in,summer,1 Bundesliga,2015,FALSE,,lukas hradecky
Galatasaray,Lukas Podolski,30,Germany,Second Striker,SS,,Arsenal,England,2500000,in,summer,Super Lig,2015,FALSE,,lukas podolski
FC Lorient,Majeed Waris,23,Ghana,Second Striker,SS,,Trabzonspor,Turkey,4730000,in,summer,Ligue 1,2015,FALSE,,majeed waris
FC Girondins Bordeaux,Malcom,18,Brazil,Right Winger,RW,30000000,Corinthians,Brazil,5000000,in,winter,Ligue 1,2015,FALSE,,malcom
Watford FC,Mamadou Obbi Oulare,19,Belgium,Centre-Forward,CF,,Club Brugge,Belgium,7500000,in,summer,Premier League,2015,FALSE,,mamadou obbi oulare
Juventus FC,Mame Thiam,22,Senegal,Centre-Forward,CF,2600000,Virtus Lanciano,Italy,1400000,in,summer,Serie A,2015,FALSE,,mame thiam
Olympiacos Piraeus,Manuel da Costa,29,Morocco,Centre-Back,CB,,Sivasspor,Turkey,2000000,in,summer,Super League 1,2015,FALSE,,manuel da costa
Olympique Lyon,Mapou Yanga-Mbiwa,26,France,Centre-Back,CB,,AS Roma,Italy,9400000,in,summer,Ligue 1,2015,FALSE,,mapou yanga-mbiwa
US Sassuolo,Marcello Trotta,23,Italy,Centre-Forward,CF,,Avellino,Italy,2800000,in,winter,Serie A,2015,FALSE,,marcello trotta
Celta de Vigo,Marcelo Díaz,29,Chile,Defensive Midfield,DM,,Hamburger SV,Germany,1800000,in,winter,Laliga,2015,FALSE,,marcelo diaz
Real Madrid,Marco Asensio,19,Spain,Left Winger,LW,25000000,RCD Mallorca,Spain,3900000,in,summer,Laliga,2015,FALSE,,marco asensio
Bologna FC 1909,Marco Crimi,25,Italy,Central Midfield,CM,,Latina Calcio,Italy,1000000,in,summer,Serie A,2015,FALSE,,marco crimi
Eintracht Frankfurt,Marco Fabián,26,Mexico,Attacking Midfield,AM,,Chivas,Mexico,3700000,in,winter,1 Bundesliga,2015,FALSE,,marco fabian
Sevilla FC,Mariano,29,Brazil,Right-Back,RB,,G. Bordeaux,France,3500000,in,summer,Laliga,2015,FALSE,,mariano
PAOK Thessaloniki,Marin Leovac,27,Croatia,Left-Back,LB,,HNK Rijeka,Croatia,1300000,in,summer,Super League 1,2015,FALSE,,marin leovac
Juventus FC,Mario Mandzukic,29,Croatia,Centre-Forward,CF,,Atlético Madrid,Spain,19000000,in,summer,Serie A,2015,FALSE,,mario mandzukic
Watford FC,Mario Suárez,28,Spain,Centre-Back,CB,,Fiorentina,Italy,5300000,in,winter,Premier League,2015,FALSE,,mario suarez
ACF Fiorentina,Mario Suárez,28,Spain,Centre-Back,CB,,Atlético Madrid,Spain,5000000,in,summer,Serie A,2015,FALSE,,mario suarez
Hannover 96,Marius Wolf,20,Germany,Right-Back,RB,8000000,1860 Munich,Germany,1500000,in,winter,1 Bundesliga,2015,FALSE,,marius wolf
TSG 1899 Hoffenheim,Mark Uth,23,Germany,Centre-Forward,CF,1500000,Heerenveen,Netherlands,2200000,in,summer,1 Bundesliga,2015,FALSE,,mark uth
Liverpool FC,Marko Grujić,19,Serbia,Defensive Midfield,DM,9000000,Red Star,Serbia,7000000,in,winter,Premier League,2015,FALSE,,marko grujic
GNK Dinamo Zagreb,Marko Rog,19,Croatia,Central Midfield,CM,1700000,RNK Split,Croatia,5000000,in,summer,Supersport Hnl,2015,FALSE,,marko rog
Feyenoord Rotterdam,Marko Vejinović,25,Netherlands,Defensive Midfield,DM,,Vitesse,Netherlands,3500000,in,summer,Eredivisie,2015,FALSE,,marko vejinovic
Atalanta BC,Marten de Roon,24,Netherlands,Defensive Midfield,DM,10000000,Heerenveen,Netherlands,1300000,in,summer,Serie A,2015,FALSE,,marten de roon
Galatasaray,Martin Linnes,24,Norway,Right-Back,RB,,Molde FK,Norway,2000000,in,winter,Super Lig,2015,FALSE,,martin linnes
Everton FC,Mason Holgate,18,England,Centre-Back,CB,7000000,Barnsley FC,England,1400000,in,summer,Premier League,2015,FALSE,,mason holgate
Watford FC,Matej Vydra,23,Czech Republic,Centre-Forward,CF,1300000,Udinese Calcio,Italy,8400000,in,summer,Premier League,2015,FALSE,,matej vydra
Real Madrid,Mateo Kovacic,21,Croatia,Central Midfield,CM,38000000,Inter,Italy,38000000,in,summer,Laliga,2015,FALSE,,mateo kovacic
US Palermo,Matheus Cassini,19,Brazil,Attacking Midfield,AM,,Corinthians,Brazil,1500000,in,summer,Serie A,2015,FALSE,,matheus cassini
Valencia CF,Mathew Ryan,23,Australia,Goalkeeper,GK,4000000,Club Brugge,Belgium,7000000,in,summer,Laliga,2015,FALSE,,mathew ryan
Standard Liège,Mathieu Dossevi,27,Togo,Right Winger,RW,,Olympiacos,Greece,1300000,in,winter,Jupiler Pro League,2015,FALSE,,mathieu dossevi
Olympique Lyon,Mathieu Valbuena,30,France,Attacking Midfield,AM,,Dinamo Moscow,Russia,6000000,in,summer,Ligue 1,2015,FALSE,,mathieu valbuena
Atlético de Madrid,Matías Kranevitter,22,Argentina,Defensive Midfield,DM,2000000,River Plate,Argentina,6000000,in,summer,Laliga,2015,FALSE,,matias kranevitter
FC Schalke 04,Matija Nastasic,22,Serbia,Centre-Back,CB,1500000,Man City,England,9500000,in,summer,1 Bundesliga,2015,FALSE,,matija nastasic
Norwich City,Matt Jarvis,29,England,Left Winger,LW,,West Ham,England,3400000,in,winter,Premier League,2015,FALSE,,matt jarvis
Chelsea FC,Matt Miazga,20,United States,Centre-Back,CB,1800000,New York,United States,4600000,in,winter,Premier League,2015,FALSE,,matt miazga
Manchester United,Matteo Darmian,25,Italy,Right-Back,RB,4000000,Torino,Italy,18000000,in,summer,Premier League,2015,FALSE,,matteo darmian
Bologna FC 1909,Mattia Destro,24,Italy,Centre-Forward,CF,1300000,AS Roma,Italy,8500000,in,summer,Serie A,2015,FALSE,,mattia destro
SS Lazio,Maurício,26,Brazil,Centre-Back,CB,,Sporting CP,Portugal,2650000,in,summer,Serie A,2015,FALSE,,mauricio
Levante UD,Mauricio Cuero,22,Colombia,Right Winger,RW,,CD La Equidad,Colombia,3200000,in,winter,Laliga,2015,FALSE,,mauricio cuero
Atalanta BC,Mauricio Pinilla,30,Chile,Centre-Forward,CF,,Genoa,Italy,2000000,in,winter,Serie A,2015,FALSE,,mauricio pinilla
FC Girondins Bordeaux,Mauro Arambarri,20,Uruguay,Central Midfield,CM,6000000,Defensor,Uruguay,3000000,in,winter,Ligue 1,2015,FALSE,,mauro arambarri
ACF Fiorentina,Mauro Zárate,28,Argentina,Centre-Forward,CF,,West Ham,England,2100000,in,winter,Serie A,2015,FALSE,,mauro zarate
AFC Bournemouth,Max Gradel,27,Cote d'Ivoire,Left Winger,LW,1300000,Saint-Étienne,France,10000000,in,summer,Premier League,2015,FALSE,,max gradel
VfL Wolfsburg,Max Kruse,27,Germany,Second Striker,SS,,Bor. M'gladbach,Germany,12000000,in,summer,1 Bundesliga,2015,FALSE,,max kruse
SL Benfica,Mehdi Carcela-González,26,Morocco,Right Winger,RW,,Standard Liège,Belgium,2500000,in,summer,Liga Portugal,2015,FALSE,,mehdi carcela-gonzalez
Stade Rennais FC,Mehdi Zeffane,23,Algeria,Right-Back,RB,,Olympique Lyon,France,1000000,in,summer,Ligue 1,2015,FALSE,,mehdi zeffane
Manchester United,Memphis Depay,21,Netherlands,Centre-Forward,CF,14000000,PSV Eindhoven,Netherlands,34000000,in,summer,Premier League,2015,FALSE,,memphis depay
Hannover 96,Mevlüt Erdinç,28,Turkey,Centre-Forward,CF,,Saint-Étienne,France,3300000,in,summer,1 Bundesliga,2015,FALSE,,mevlut erdinc
Hamburger SV,Michael Gregoritsch,21,Austria,Centre-Forward,CF,8000000,VfL Bochum,Germany,3000000,in,summer,1 Bundesliga,2015,FALSE,,michael gregoritsch
Chelsea FC,Michael Hector,23,Jamaica,Centre-Back,CB,,Reading,England,5400000,in,summer,Premier League,2015,FALSE,,michael hector
Genoa CFC,Michael Ventre,19,Italy,Second Striker,SS,,Inter,Italy,3500000,in,summer,Serie A,2015,FALSE,,michael ventre
West Ham United,Michail Antonio,25,Jamaica,Centre-Forward,CF,7000000,Nottm Forest,England,9500000,in,summer,Premier League,2015,FALSE,,michail antonio
Feyenoord Rotterdam,Michiel Kramer,26,Netherlands,Centre-Forward,CF,,ADO Den Haag,Netherlands,1500000,in,summer,Eredivisie,2015,FALSE,,michiel kramer
OGC Nice,Mickaël Le Bihan,25,France,Centre-Forward,CF,,Le Havre AC,France,1500000,in,summer,Ligue 1,2015,FALSE,,mickael le bihan
Eintracht Frankfurt,Mijat Gacinovic,20,Serbia,Attacking Midfield,AM,3500000,Apol. Limassol,Cyprus,1250000,in,summer,1 Bundesliga,2015,FALSE,,mijat gacinovic
Rubin Kazan,Mijo Caktas,23,Croatia,Attacking Midfield,AM,1800000,Hajduk Split,Croatia,1000000,in,winter,Premier Liga,2015,FALSE,,mijo caktas
LOSC Lille,Mike Maignan,20,France,Goalkeeper,GK,45000000,Paris SG,France,1000000,in,summer,Ligue 1,2015,FALSE,,mike maignan
FC Girondins Bordeaux,Milan Gajic,19,Serbia,Right-Back,RB,4000000,OFK Beograd,Serbia,1000000,in,summer,Ligue 1,2015,FALSE,,milan gajic
UC Sampdoria,Milan Skriniar,20,Slovakia,Centre-Back,CB,50000000,MSK Zilina,Slovakia,5200000,in,winter,Serie A,2015,FALSE,,milan skriniar
1.FC Köln,Milos Jojic,23,Serbia,Central Midfield,CM,1000000,Bor. Dortmund,Germany,3000000,in,summer,1 Bundesliga,2015,FALSE,,milos jojic
Standard Liège,Milos Kosanovic,25,Serbia,Centre-Back,CB,,KV Mechelen,Belgium,2500000,in,winter,Jupiler Pro League,2015,FALSE,,milos kosanovic
BSC Young Boys,Miralem Sulejmani,26,Serbia,Left Midfield,LM,,Benfica,Portugal,3000000,in,summer,Super League,2015,FALSE,,miralem sulejmani
SSC Napoli,Mirko Valdifiori,29,Italy,Defensive Midfield,DM,,FC Empoli,Italy,5500000,in,summer,Serie A,2015,FALSE,,mirko valdifiori
VfB Stuttgart,Mitchell Langerak,26,Australia,Goalkeeper,GK,,Bor. Dortmund,Germany,3500000,in,summer,1 Bundesliga,2015,FALSE,,mitchell langerak
Arsenal FC,Mohamed Elneny,23,Egypt,Defensive Midfield,DM,6000000,FC Basel,Switzerland,12500000,in,winter,Premier League,2015,FALSE,,mohamed elneny
Standard Liège,Mohamed Yattara,21,Guinea,Centre-Forward,CF,,Olympique Lyon,France,2200000,in,summer,Jupiler Pro League,2015,FALSE,,mohamed yattara
Manchester United,Morgan Schneiderlin,25,France,Defensive Midfield,DM,1500000,Southampton,England,35000000,in,summer,Premier League,2015,FALSE,,morgan schneiderlin
FC Porto,Moussa Marega,24,Mali,Centre-Forward,CF,3500000,Marítimo,Portugal,3800000,in,winter,Liga Portugal,2015,FALSE,,moussa marega
Trabzonspor,Muhammet Demir,24,Turkey,Centre-Forward,CF,,Gaziantepspor,Turkey,2750000,in,winter,Super Lig,2015,FALSE,,muhammet demir
Celtic FC,Nadir Çiftçi,23,Turkey,Centre-Forward,CF,,Dundee United,Scotland,2090000,in,summer,Scottish Premiership,2015,FALSE,,nadir ciftci
Sporting CP,Naldo,26,Brazil,Centre-Back,CB,,Udinese Calcio,Italy,3000000,in,summer,Liga Portugal,2015,FALSE,,naldo
Fenerbahce,Nani,28,Portugal,Left Winger,LW,,Man Utd,England,6000000,in,summer,Super Lig,2015,FALSE,,nani
Chelsea FC,Nathan,19,Brazil,Attacking Midfield,AM,2000000,Atlético-PR,Brazil,4000000,in,summer,Premier League,2015,FALSE,,nathan
Liverpool FC,Nathaniel Clyne,24,England,Right-Back,RB,2000000,Southampton,England,17700000,in,summer,Premier League,2015,FALSE,,nathaniel clyne
KRC Genk,Neeskens Kebano,23,DR Congo,Left Winger,LW,2000000,RSC Charleroi,Belgium,4000000,in,summer,Jupiler Pro League,2015,FALSE,,neeskens kebano
Grasshopper Club Zurich,Nemanja Antonov,20,Serbia,Left-Back,LB,,OFK Beograd,Serbia,1200000,in,summer,Super League,2015,FALSE,,nemanja antonov
Ajax Amsterdam,Nemanja Gudelj,23,Serbia,Centre-Back,CB,4000000,AZ Alkmaar,Netherlands,6000000,in,summer,Eredivisie,2015,FALSE,,nemanja gudelj
AS Roma,Nemanja Radonjić,19,Serbia,Left Winger,LW,4000000,Empoli U19,Italy,4000000,in,summer,Serie A,2015,FALSE,,nemanja radonjic
Leicester City,N'Golo Kanté,24,France,Defensive Midfield,DM,12000000,SM Caen,France,9000000,in,summer,Premier League,2015,FALSE,,n'golo kante
Borussia Mönchengladbach,Nico Elvedi,18,Switzerland,Centre-Back,CB,14000000,FC Zürich,Switzerland,4000000,in,summer,1 Bundesliga,2015,FALSE,,nico elvedi
Borussia Mönchengladbach,Nico Schulz,22,Germany,Left-Back,LB,,Hertha BSC,Germany,4000000,in,summer,1 Bundesliga,2015,FALSE,,nico schulz
EA Guingamp,Nicolas Benezet,24,France,Left Winger,LW,,Évian,France,1200000,in,summer,Ligue 1,2015,FALSE,,nicolas benezet
PSV Eindhoven,Nicolas Isimat-Mirin,23,France,Centre-Back,CB,,Monaco,France,2400000,in,summer,Eredivisie,2015,FALSE,,nicolas isimat-mirin
Manchester City,Nicolás Otamendi,27,Argentina,Centre-Back,CB,2000000,Valencia,Spain,44500000,in,summer,Premier League,2015,FALSE,,nicolas otamendi
West Ham United,Nikica Jelavic,30,Croatia,Centre-Forward,CF,,Hull City,England,4100000,in,summer,Premier League,2015,FALSE,,nikica jelavic
Hertha BSC,Niklas Stark,20,Germany,Centre-Back,CB,5500000,1.FC Nuremberg,Germany,3000000,in,summer,1 Bundesliga,2015,FALSE,,niklas stark
ACF Fiorentina,Nikola Kalinic,27,Croatia,Centre-Forward,CF,,Dnipro,Ukraine,5500000,in,summer,Serie A,2015,FALSE,,nikola kalinic
KRC Genk,Nikolaos Karelis,23,Greece,Centre-Forward,CF,,Panathinaikos,Greece,2500000,in,winter,Jupiler Pro League,2015,FALSE,,nikolaos karelis
AS Saint-Étienne,Nolan Roux,27,France,Centre-Forward,CF,,LOSC Lille,France,2000000,in,summer,Ligue 1,2015,FALSE,,nolan roux
US Palermo,Norbert Balogh,19,Hungary,Centre-Forward,CF,,Debrecen,Hungary,2200000,in,winter,Serie A,2015,FALSE,,norbert balogh
Málaga CF,Nordin Amrabat,28,Morocco,Right Winger,RW,,Galatasaray,Turkey,3500000,in,summer,Laliga,2015,FALSE,,nordin amrabat
Watford FC,Nordin Amrabat,28,Morocco,Right Winger,RW,,Málaga CF,Spain,8400000,in,winter,Premier League,2015,FALSE,,nordin amrabat
Trabzonspor,Okay Yokuşlu,21,Turkey,Defensive Midfield,DM,3000000,Kayserispor,Turkey,2000000,in,summer,Super Lig,2015,FALSE,,okay yokuslu
AS Saint-Étienne,Ole Selnæs,21,Norway,Defensive Midfield,DM,1200000,Rosenborg,Norway,3200000,in,winter,Ligue 1,2015,FALSE,,ole selnaes
Hannover 96,Oliver Sorg,25,Germany,Right-Back,RB,,SC Freiburg,Germany,3500000,in,summer,1 Bundesliga,2015,FALSE,,oliver sorg
Southampton FC,Oriol Romeu,23,Spain,Defensive Midfield,DM,5000000,Chelsea,England,7000000,in,summer,Premier League,2015,FALSE,,oriol romeu
FC Ingolstadt 04,Ørjan Nyland,24,Norway,Goalkeeper,GK,1000000,Molde FK,Norway,1000000,in,summer,1 Bundesliga,2015,FALSE,,orjan nyland
RCD Espanyol Barcelona,Óscar Duarte,26,Costa Rica,Centre-Back,CB,,Club Brugge,Belgium,1150000,in,winter,Laliga,2015,FALSE,,oscar duarte
US Palermo,Oscar Hiljemark,23,Sweden,Central Midfield,CM,,PSV Eindhoven,Netherlands,2500000,in,summer,Serie A,2015,FALSE,,oscar hiljemark
Everton FC,Oumar Niasse,25,Senegal,Centre-Forward,CF,,Loko Moskau,Russia,17900000,in,winter,Premier League,2015,FALSE,,oumar niasse
AS Saint-Étienne,Oussama Tannane,21,Morocco,Attacking Midfield,AM,1500000,Heracles Almelo,Netherlands,2500000,in,winter,Ligue 1,2015,FALSE,,oussama tannane
Fenerbahce,Ozan Tufan,20,Turkey,Attacking Midfield,AM,3200000,Bursaspor,Turkey,7000000,in,summer,Super Lig,2015,FALSE,,ozan tufan
Trabzonspor,Özer Hurmacı,28,Turkey,Attacking Midfield,AM,,Kasimpasa,Turkey,1500000,in,summer,Super Lig,2015,FALSE,,ozer hurmaci
FC Girondins Bordeaux,Pablo,24,Brazil,Centre-Back,CB,2000000,Ponte Preta,Brazil,2000000,in,summer,Ligue 1,2015,FALSE,,pablo
Bursaspor,Pablo Batalla,31,Argentina,Attacking Midfield,AM,,BJ Guoan,China,1500000,in,winter,Super Lig,2015,FALSE,,pablo batalla
Chelsea FC,Papy Djilobodji,26,Senegal,Centre-Back,CB,,FC Nantes,France,3500000,in,summer,Premier League,2015,FALSE,,papy djilobodji
Manchester City,Patrick Roberts,18,England,Right Winger,RW,3200000,Fulham,England,7200000,in,summer,Premier League,2015,FALSE,,patrick roberts
Caykur Rizespor,Patryk Tuszynski,25,Poland,Centre-Forward,CF,,Jagiellonia,Poland,1000000,in,summer,Super Lig,2015,FALSE,,patryk tuszynski
Juventus FC,Paulo Dybala,21,Argentina,Second Striker,SS,30000000,US Palermo,Italy,41000000,in,summer,Serie A,2015,FALSE,,paulo dybala
Red Bull Salzburg,Paulo Miranda,26,Brazil,Centre-Back,CB,,São Paulo,Brazil,2700000,in,summer,Bundesliga,2015,FALSE,,paulo miranda
TSG 1899 Hoffenheim,Pavel Kaderabek,23,Czech Republic,Right-Back,RB,3000000,Sparta Prague,Czech Republic,3500000,in,summer,1 Bundesliga,2015,FALSE,,pavel kaderabek
Chelsea FC,Pedro,28,Spain,Right Winger,RW,1500000,Barcelona,Spain,27000000,in,summer,Premier League,2015,FALSE,,pedro
West Ham United,Pedro Obiang,23,Equatorial Guinea,Central Midfield,CM,,Sampdoria,Italy,6000000,in,summer,Premier League,2015,FALSE,,pedro obiang
SSC Napoli,Pepe Reina,32,Spain,Goalkeeper,GK,,Bayern Munich,Germany,2000000,in,summer,Serie A,2015,FALSE,,pepe reina
GNK Dinamo Zagreb,Petar Stojanović,20,Slovenia,Right-Back,RB,1700000,NK Maribor,Slovenia,2000000,in,winter,Supersport Hnl,2015,FALSE,,petar stojanovic
KAA Gent,Peter Olayinka,20,Nigeria,Centre-Forward,CF,5000000,KF Skënderbeu,Albania,1100000,in,winter,Jupiler Pro League,2015,FALSE,,peter olayinka
Arsenal FC,Petr Cech,33,Czech Republic,Goalkeeper,GK,,Chelsea,England,14000000,in,summer,Premier League,2015,FALSE,,petr cech
Real Betis Balompié,Petros,26,Brazil,Defensive Midfield,DM,,Corinthians,Brazil,1700000,in,summer,Laliga,2015,FALSE,,petros
FC Augsburg,Philipp Max,21,Germany,Left-Back,LB,2000000,Karlsruher SC,Germany,3800000,in,summer,1 Bundesliga,2015,FALSE,,philipp max
Stoke City,Philipp Wollscheid,26,Germany,Centre-Back,CB,,B. Leverkusen,Germany,3800000,in,summer,Premier League,2015,FALSE,,philipp wollscheid
VfB Stuttgart,Przemyslaw Tyton,28,Poland,Goalkeeper,GK,,PSV Eindhoven,Netherlands,1000000,in,summer,1 Bundesliga,2015,FALSE,,przemyslaw tyton
Olympique Lyon,Rafael,25,Brazil,Right-Back,RB,,Man Utd,England,3200000,in,summer,Ligue 1,2015,FALSE,,rafael
Atlético de Madrid,Rafael Borré,19,Colombia,Centre-Forward,CF,9000000,Deportivo Cali,Colombia,5000000,in,summer,Laliga,2015,FALSE,,rafael borre
RSC Anderlecht,Rafael Galhardo,24,Brazil,Attacking Midfield,AM,,Santos,Brazil,1000000,in,winter,Jupiler Pro League,2015,FALSE,,rafael galhardo
Atalanta BC,Rafael Tolói,24,Italy,Centre-Back,CB,6000000,São Paulo,Brazil,3870000,in,summer,Serie A,2015,FALSE,,rafael toloi
SSC Napoli,Raffaele Maiello,24,Italy,Defensive Midfield,DM,1000000,Crotone,Italy,1500000,in,summer,Serie A,2015,FALSE,,raffaele maiello
Manchester City,Raheem Sterling,20,England,Left Winger,LW,50000000,Liverpool,England,63700000,in,summer,Premier League,2015,FALSE,,raheem sterling
Everton FC,Ramiro Funes Mori,24,Argentina,Centre-Back,CB,1000000,River Plate,Argentina,12200000,in,summer,Premier League,2015,FALSE,,ramiro funes mori
Athletic Bilbao,Raúl García,29,Spain,Centre-Forward,CF,2500000,Atlético Madrid,Spain,10000000,in,summer,Laliga,2015,FALSE,,raul garcia
SL Benfica,Raúl Jiménez,24,Mexico,Centre-Forward,CF,6000000,Atlético Madrid,Spain,22000000,in,summer,Liga Portugal,2015,FALSE,,raul jimenez
OGC Nice,Rémi Walter,20,France,Central Midfield,CM,1800000,AS Nancy,France,1000000,in,winter,Ligue 1,2015,FALSE,,remi walter
Atalanta BC,Remo Freuler,23,Switzerland,Central Midfield,CM,6500000,FC Luzern,Switzerland,3450000,in,winter,Serie A,2015,FALSE,,remo freuler
FC Basel 1893,Renato Steffen,24,Switzerland,Right Winger,RW,1000000,BSC Young Boys,Switzerland,1200000,in,winter,Super League,2015,FALSE,,renato steffen
Feyenoord Rotterdam,Renato Tapia,20,Peru,Defensive Midfield,DM,5000000,Twente FC,Netherlands,1500000,in,winter,Eredivisie,2015,FALSE,,renato tapia
Granada CF,Rene Krhin,25,Slovenia,Defensive Midfield,DM,,Inter,Italy,1300000,in,summer,Laliga,2015,FALSE,,rene krhin
Besiktas JK,Rhodolfo,28,Brazil,Centre-Back,CB,,Grêmio,Brazil,3300000,in,summer,Super Lig,2015,FALSE,,rhodolfo
Sunderland AFC,Ricardo Álvarez,27,Argentina,Central Midfield,CM,,Inter,Italy,10500000,in,summer,Premier League,2015,FALSE,,ricardo alvarez
SS Lazio,Ricardo Kishna,20,Netherlands,Left Winger,LW,,Ajax,Netherlands,3000000,in,summer,Serie A,2015,FALSE,,ricardo kishna
Besiktas JK,Ricardo Quaresma,31,Portugal,Right Winger,RW,,FC Porto,Portugal,1200000,in,summer,Super Lig,2015,FALSE,,ricardo quaresma
Genoa CFC,Riccardo Fiamozzi,22,Italy,Right-Back,RB,,Pescara,Italy,1200000,in,winter,Serie A,2015,FALSE,,riccardo fiamozzi
FC Empoli,Riccardo Saponara,23,Italy,Attacking Midfield,AM,2000000,AC Milan,Italy,4000000,in,summer,Serie A,2015,FALSE,,riccardo saponara
West Bromwich Albion,Rickie Lambert,33,England,Centre-Forward,CF,,Liverpool,England,4200000,in,summer,Premier League,2015,FALSE,,rickie lambert
KAA Gent,Rob Schoofs,21,Belgium,Central Midfield,CM,2200000,Sint-Truiden,Belgium,1000000,in,winter,Jupiler Pro League,2015,FALSE,,rob schoofs
Norwich City,Robbie Brady,23,Ireland,Left Midfield,LM,,Hull City,England,9900000,in,summer,Premier League,2015,FALSE,,robbie brady
AS Saint-Étienne,Robert Beric,24,Slovenia,Centre-Forward,CF,,Rapid Vienna,Austria,7500000,in,summer,Ligue 1,2015,FALSE,,robert beric
Leicester City,Robert Huth,30,Germany,Centre-Back,CB,,Stoke City,England,4200000,in,summer,Premier League,2015,FALSE,,robert huth
Liverpool FC,Roberto Firmino,23,Brazil,Centre-Forward,CF,15000000,TSG Hoffenheim,Germany,41000000,in,summer,Premier League,2015,FALSE,,roberto firmino
Juventus FC,Roberto Pereyra,24,Argentina,Central Midfield,CM,3500000,Udinese Calcio,Italy,15000000,in,summer,Serie A,2015,FALSE,,roberto pereyra
Fenerbahce,Robin van Persie,31,Netherlands,Centre-Forward,CF,,Man Utd,England,6500000,in,summer,Super Lig,2015,FALSE,,robin van persie
Olympique Marseille,Rolando,30,Portugal,Centre-Back,CB,,FC Porto,Portugal,1500000,in,summer,Ligue 1,2015,FALSE,,rolando
Juventus FC,Rolando Mandragora,18,Italy,Defensive Midfield,DM,10000000,Genoa,Italy,9000000,in,winter,Serie A,2015,FALSE,,rolando mandragora
Borussia Dortmund,Roman Bürki,24,Switzerland,Goalkeeper,GK,2500000,SC Freiburg,Germany,3500000,in,summer,1 Bundesliga,2015,FALSE,,roman burki
AS Monaco,Rony Lopes,19,Portugal,Right Winger,RW,4000000,Man City,England,12000000,in,summer,Ligue 1,2015,FALSE,,rony lopes
Aston Villa,Rudy Gestede,26,Benin,Centre-Forward,CF,,Blackburn,England,8500000,in,summer,Premier League,2015,FALSE,,rudy gestede
Montpellier HSC,Ryad Boudebouz,25,Algeria,Attacking Midfield,AM,1200000,SC Bastia,France,1700000,in,summer,Ligue 1,2015,FALSE,,ryad boudebouz
Galatasaray,Ryan Donk,29,Suriname,Centre-Back,CB,,Kasimpasa,Turkey,2500000,in,winter,Super Lig,2015,FALSE,,ryan donk
Udinese Calcio,Ryder Matos,22,Brazil,Second Striker,SS,,Fiorentina,Italy,5250000,in,winter,Serie A,2015,FALSE,,ryder matos
West Bromwich Albion,Salomón Rondón,25,Venezuela,Centre-Forward,CF,1000000,Zenit S-Pb,Russia,17000000,in,summer,Premier League,2015,FALSE,,salomon rondon
Torino FC,Salvador Ichazo,23,Uruguay,Goalkeeper,GK,,Danubio FC,Uruguay,1200000,in,summer,Serie A,2015,FALSE,,salvador ichazo
