sofifa_id,player_url,short_name,long_name,age_x,dob,height_cm,weight_kg,nationality_x,club_name,league_name,league_rank,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,club,name,age_y,nationality_y,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status
200424,https://sofifa.com/player/200424/ben-rienstra/150002,B. Rienstra,Ben Rienstra,24,1990-06-05,182,79,Netherlands,PEC Zwolle,Holland Eredivisie,1.0,69,72,850000,9000,"CDM, CB",Right,1,3,2,Medium/Medium,Normal,No,,,LCM,23.0,,2014-07-01,2016.0,,,61.0,54.0,61.0,68.0,67.0,73.0,,,,,,,Long Passer (AI),44,52,67,67,47,67,42,51,63,72,55,65,64,70,64,60,76,75,74,53,67,68,63,72,55,,66,69,66,15,10,12,11,15,AZ Alkmaar,Ben Rienstra,25,Netherlands,Central Midfield,CM,,PEC Zwolle,Netherlands,1500000.0,in,summer,Eredivisie,2015,False,
207557,https://sofifa.com/player/207557/robin-olsen/150002,R. Olsen,Robin Olsen,24,1990-01-08,198,88,Denmark,Malmö FF,Swedish Allsvenskan,1.0,69,72,925000,15000,GK,Right,1,2,1,Medium/Medium,Normal,No,,,GK,25.0,,2012-01-01,2015.0,,,,,,,,,73.0,71.0,55.0,69.0,35.0,68.0,,25,25,25,24,25,25,25,25,25,25,28,40,33,59,27,25,36,42,74,25,21,25,25,25,29,,25,25,25,73,71,55,68,69,PAOK Thessaloniki,Robin Olsen,25,Sweden,Goalkeeper,GK,1500000.0,Malmö FF,Sweden,1500000.0,in,summer,Super League 1,2015,False,
207557,https://sofifa.com/player/207557/robin-olsen/150002,R. Olsen,Robin Olsen,24,1990-01-08,198,88,Denmark,Malmö FF,Swedish Allsvenskan,1.0,69,72,925000,15000,GK,Right,1,2,1,Medium/Medium,Normal,No,,,GK,25.0,,2012-01-01,2015.0,,,,,,,,,73.0,71.0,55.0,69.0,35.0,68.0,,25,25,25,24,25,25,25,25,25,25,28,40,33,59,27,25,36,42,74,25,21,25,25,25,29,,25,25,25,73,71,55,68,69,FC Copenhagen,Robin Olsen,26,Sweden,Goalkeeper,GK,1500000.0,PAOK Salonika,Greece,1500000.0,in,winter,Superliga,2015,True,loan with fee
208017,https://sofifa.com/player/208017/ivan-santini/150002,I. Santini,Ivan Santini,25,1989-05-21,190,89,Croatia,KV Kortrijk,Belgian Jupiler Pro League,1.0,69,72,1200000,10000,ST,Right,1,4,2,Medium/Medium,Normal,No,,#Strength,CAM,18.0,,2013-07-01,2016.0,,,64.0,71.0,48.0,59.0,33.0,81.0,,,,,,,,28,72,74,63,68,57,36,45,35,65,60,67,52,68,42,77,64,74,89,62,74,23,68,54,71,,25,38,21,9,8,10,10,14,Standard Liège,Ivan Santini,26,Croatia,Centre-Forward,CF,,KV Kortrijk,Belgium,1600000.0,in,summer,Jupiler Pro League,2015,False,
209698,https://sofifa.com/player/209698/birama-toure/150002,B. Touré,Birama Touré,22,1992-06-06,183,75,Mali,FC Nantes,French Ligue 1,1.0,69,72,650000,8000,"CDM, CM",Right,1,3,2,Low/High,Lean,No,,,SUB,12.0,,2012-06-01,2017.0,,,57.0,45.0,62.0,63.0,67.0,74.0,,,,,,,,59,35,50,71,36,60,54,45,68,69,62,52,54,70,61,59,67,76,74,59,74,72,25,53,52,,66,71,69,11,10,8,5,8,FC Nantes,Birama Touré,23,Mali,Defensive Midfield,DM,1800000.0,Stade Brestois,France,1800000.0,in,summer,Ligue 1,2015,True,end of loan
49472,https://sofifa.com/player/49472/ludovic-butelle/150002,L. Butelle,Ludovic Butelle,31,1983-04-03,188,84,France,Angers SCO,French Ligue 2,2.0,69,69,850000,10000,GK,Left,2,3,1,Medium/Medium,Normal,No,,,GK,1.0,,2014-06-10,2017.0,,,,,,,,,73.0,67.0,58.0,72.0,51.0,64.0,"GK Up for Corners, GK Long Throw",25,25,25,30,25,25,25,25,22,25,49,53,40,75,28,26,79,31,77,25,39,24,25,25,21,,25,25,25,73,67,58,64,72,Club Brugge KV,Ludovic Butelle,32,France,Goalkeeper,GK,,Angers SCO,France,1000000.0,in,winter,Jupiler Pro League,2015,False,
205897,https://sofifa.com/player/205897/nathaniel-chalobah/150002,N. Chalobah,Nathaniel Chalobah,19,1994-12-12,185,75,England,Burnley,English Premier League,1.0,68,83,750000,7000,"CM, CDM",Right,1,3,2,Medium/Medium,Lean,No,,,SUB,20.0,,2012-05-16,2018.0,,,75.0,50.0,62.0,70.0,67.0,70.0,,,,,,,,41,36,65,72,28,67,50,37,66,73,74,75,76,72,58,70,69,71,71,65,67,71,51,72,48,,64,67,65,11,8,14,7,7,SSC Napoli,Nathaniel Chalobah,20,England,Defensive Midfield,DM,1800000.0,Chelsea,England,1800000.0,in,summer,Serie A,2015,True,loan with fee
206218,https://sofifa.com/player/206218/paul-nardi/150002,P. Nardi,Paul Nardi,20,1994-05-18,186,74,France,AS Nancy Lorraine,French Ligue 2,2.0,68,83,725000,7000,GK,Right,1,3,1,Medium/Medium,Lean,No,,,GK,30.0,AS Monaco,,2015.0,,,,,,,,,74.0,65.0,61.0,72.0,48.0,62.0,,25,25,25,34,25,25,25,25,24,24,54,43,35,68,52,25,61,20,54,25,23,25,25,25,25,,25,25,25,74,65,61,62,72,AS Monaco,Paul Nardi,21,France,Goalkeeper,GK,3000000.0,AS Nancy,France,3000000.0,in,summer,Ligue 1,2015,True,end of loan
213331,https://sofifa.com/player/213331/jonathan-tah/150002,J. Tah,Jonathan Tah,18,1996-02-11,192,90,Germany,Fortuna Düsseldorf,German 2. Bundesliga,2.0,68,83,600000,3000,"CB, RB",Right,1,3,2,Medium/Medium,Normal,No,,#Strength,SUB,2.0,Hamburger SV,,2015.0,,,62.0,27.0,45.0,50.0,68.0,72.0,,,,,,,,32,25,70,59,22,44,26,20,50,58,55,67,47,64,48,41,69,55,86,20,57,62,26,39,32,,69,71,65,10,7,6,8,13,Bayer 04 Leverkusen,Jonathan Tah,19,Germany,Centre-Back,CB,20000000.0,Hamburger SV,Germany,7500000.0,in,summer,Ger Bundesliga,2015,False,
213331,https://sofifa.com/player/213331/jonathan-tah/150002,J. Tah,Jonathan Tah,18,1996-02-11,192,90,Germany,Fortuna Düsseldorf,German 2. Bundesliga,2.0,68,83,600000,3000,"CB, RB",Right,1,3,2,Medium/Medium,Normal,No,,#Strength,SUB,2.0,Hamburger SV,,2015.0,,,62.0,27.0,45.0,50.0,68.0,72.0,,,,,,,,32,25,70,59,22,44,26,20,50,58,55,67,47,64,48,41,69,55,86,20,57,62,26,39,32,,69,71,65,10,7,6,8,13,Hamburger SV,Jonathan Tah,19,Germany,Centre-Back,CB,20000000.0,F. Düsseldorf,Germany,20000000.0,in,summer,Ger Bundesliga,2015,True,end of loan
223197,https://sofifa.com/player/223197/enes-unal/150002,E. Ünal,Enes Ünal,17,1997-05-10,185,75,Turkey,Bursaspor,Turkish Süper Lig,1.0,68,83,825000,3000,ST,Right,1,4,4,Medium/Medium,Normal,No,,,SUB,10.0,,2013-01-01,2016.0,,,74.0,68.0,59.0,69.0,30.0,58.0,,,,,,,Flair,58,69,63,64,67,68,68,72,47,68,72,75,75,67,68,69,64,62,62,63,42,28,67,56,68,,22,32,23,7,13,7,12,12,KRC Genk,Enes Ünal,18,Turkey,Centre-Forward,CF,25000000.0,Man City,England,25000000.0,in,summer,Jupiler Pro League,2015,True,free loan
223197,https://sofifa.com/player/223197/enes-unal/150002,E. Ünal,Enes Ünal,17,1997-05-10,185,75,Turkey,Bursaspor,Turkish Süper Lig,1.0,68,83,825000,3000,ST,Right,1,4,4,Medium/Medium,Normal,No,,,SUB,10.0,,2013-01-01,2016.0,,,74.0,68.0,59.0,69.0,30.0,58.0,,,,,,,Flair,58,69,63,64,67,68,68,72,47,68,72,75,75,67,68,69,64,62,62,63,42,28,67,56,68,,22,32,23,7,13,7,12,12,Manchester City,Enes Ünal,18,Turkey,Centre-Forward,CF,25000000.0,Bursaspor,Turkey,4400000.0,in,summer,Premier League,2015,False,
223197,https://sofifa.com/player/223197/enes-unal/150002,E. Ünal,Enes Ünal,17,1997-05-10,185,75,Turkey,Bursaspor,Turkish Süper Lig,1.0,68,83,825000,3000,ST,Right,1,4,4,Medium/Medium,Normal,No,,,SUB,10.0,,2013-01-01,2016.0,,,74.0,68.0,59.0,69.0,30.0,58.0,,,,,,,Flair,58,69,63,64,67,68,68,72,47,68,72,75,75,67,68,69,64,62,62,63,42,28,67,56,68,,22,32,23,7,13,7,12,12,Manchester City,Enes Ünal,18,Turkey,Centre-Forward,CF,25000000.0,KRC Genk,Belgium,25000000.0,in,winter,Premier League,2015,True,end of loan
212722,https://sofifa.com/player/212722/deandre-yedlin/150002,D. Yedlin,DeAndre Yedlin,20,1993-07-09,173,73,United States,Seattle Sounders FC,USA Major League Soccer,1.0,68,82,700000,7000,RB,Right,1,3,3,High/Medium,Normal,No,,#Speedster,RB,17.0,Tottenham Hotspur,,2015.0,SUB,2.0,93.0,52.0,63.0,70.0,61.0,77.0,,,,,,,,68,39,60,69,59,70,69,27,52,65,94,93,86,64,83,72,94,90,70,59,74,61,70,65,37,,56,66,65,6,14,6,10,10,Sunderland AFC,DeAndre Yedlin,22,United States,Right-Back,RB,2000000.0,Tottenham,England,2000000.0,in,summer,Premier League,2015,True,free loan
212722,https://sofifa.com/player/212722/deandre-yedlin/150002,D. Yedlin,DeAndre Yedlin,20,1993-07-09,173,73,United States,Seattle Sounders FC,USA Major League Soccer,1.0,68,82,700000,7000,RB,Right,1,3,3,High/Medium,Normal,No,,#Speedster,RB,17.0,Tottenham Hotspur,,2015.0,SUB,2.0,93.0,52.0,63.0,70.0,61.0,77.0,,,,,,,,68,39,60,69,59,70,69,27,52,65,94,93,86,64,83,72,94,90,70,59,74,61,70,65,37,,56,66,65,6,14,6,10,10,Tottenham Hotspur,DeAndre Yedlin,22,United States,Right-Back,RB,2000000.0,Sunderland,England,2000000.0,in,summer,Premier League,2015,True,end of loan
208596,https://sofifa.com/player/208596/andrea-belotti/150002,A. Belotti,Andrea Belotti,20,1993-12-20,181,72,Italy,Palermo,Italian Serie A,1.0,68,80,925000,8000,ST,Right,1,2,3,Medium/Medium,Normal,No,,,SUB,99.0,,2014-07-17,2020.0,,,73.0,68.0,51.0,66.0,30.0,67.0,,,,,,,Power Header,32,68,73,63,58,66,65,54,37,68,72,74,63,61,62,71,72,63,74,70,54,25,67,54,55,,25,24,25,12,6,11,13,6,Torino FC,Andrea Belotti,21,Italy,Centre-Forward,CF,8000000.0,US Palermo,Italy,8400000.0,in,summer,Serie A,2015,False,
205391,https://sofifa.com/player/205391/soualiho-meite/150002,S. Meïté,Soualiho Meïté,20,1994-03-17,187,80,France,LOSC Lille,French Ligue 1,1.0,68,79,650000,10000,"CDM, CM",Right,1,3,2,Low/Medium,Normal,No,,,SUB,12.0,,2013-01-28,2017.0,,,71.0,53.0,63.0,66.0,61.0,76.0,,,,,,,,46,37,57,73,36,65,42,47,67,71,73,69,66,68,52,67,65,75,79,78,71,64,63,69,50,,59,62,57,12,6,6,12,10,SV Zulte Waregem,Soualiho Meïté,21,France,Central Midfield,CM,3500000.0,LOSC Lille,France,3500000.0,in,winter,Jupiler Pro League,2015,True,free loan
212977,https://sofifa.com/player/212977/niklas-stark/150002,N. Stark,Niklas Stark,19,1995-04-14,190,81,Germany,1. FC Nürnberg,German 2. Bundesliga,2.0,68,79,575000,7000,"CDM, CB, CM",Right,1,3,2,Medium/Medium,Lean,No,,,RCB,16.0,,2013-04-27,2018.0,,,66.0,52.0,61.0,64.0,65.0,73.0,,,,,,,,43,46,65,73,47,59,42,46,67,73,68,65,62,65,62,65,55,79,71,58,74,68,49,62,38,,61,66,65,6,14,9,14,12,Hertha BSC,Niklas Stark,20,Germany,Centre-Back,CB,5500000.0,1.FC Nuremberg,Germany,3000000.0,in,summer,Ger Bundesliga,2015,False,
202562,https://sofifa.com/player/202562/jerome-roussillon/150002,J. Roussillon,Jérôme Roussillon,21,1993-01-06,181,77,France,FC Sochaux-Montbéliard,French Ligue 2,2.0,68,78,700000,8000,LB,Left,1,3,2,Medium/Medium,Normal,No,,,LB,14.0,,2011-07-01,2015.0,,,77.0,25.0,59.0,66.0,65.0,65.0,,,,,,,,67,22,60,65,25,62,54,31,60,66,75,78,76,68,74,27,65,77,57,22,70,67,40,46,39,,64,66,68,8,6,12,7,14,Montpellier HSC,Jérôme Roussillon,22,Guadeloupe,Left-Back,LB,3000000.0,FC Sochaux,France,3000000.0,in,summer,Ligue 1,2015,True,end of loan
207807,https://sofifa.com/player/207807/ryan-fraser/150002,R. Fraser,Ryan Fraser,20,1994-02-24,163,62,Scotland,Bournemouth,English League Championship,2.0,68,77,825000,7000,"LM, RM",Right,1,4,3,High/Medium,Normal,No,,"#Speedster, #Acrobat",LM,20.0,,2013-01-01,2016.0,,,91.0,53.0,64.0,70.0,41.0,57.0,,,,,,,"Flair, Speed Dribbler (AI)",68,50,24,66,42,67,69,66,51,67,88,93,92,61,92,62,54,70,47,52,64,34,64,64,55,,52,42,36,14,13,14,6,9,AFC Bournemouth,Ryan Fraser,22,Scotland,Left Winger,LW,4000000.0,Ipswich,England,4000000.0,in,summer,Premier League,2015,True,end of loan
198785,https://sofifa.com/player/198785/nadir-ciftci/150002,N. Çiftçi,Nadir Çiftçi,22,1992-02-12,185,77,Turkey,Dundee United,Scottish Premiership,1.0,68,76,925000,8000,"ST, CAM, LM, RM",Right,1,4,5,High/Medium,Normal,No,,#Strength,ST,7.0,,2013-07-25,2016.0,,,83.0,68.0,52.0,74.0,35.0,73.0,,,,,,,"Selfish, Flair, Long Shot Taker (AI), Speed Dribbler (AI)",43,69,66,57,58,75,57,60,30,74,81,84,80,55,71,80,63,58,90,63,51,26,53,65,59,,31,36,34,12,7,7,8,5,Celtic FC,Nadir Çiftçi,23,Turkey,Centre-Forward,CF,,Dundee United,Scotland,2090000.0,in,summer,Scottish Premiership,2015,False,
198951,https://sofifa.com/player/198951/cedric-bakambu/150002,C. Bakambu,Cédric Bakambu,23,1991-04-11,183,76,France,Bursaspor,Turkish Süper Lig,1.0,68,76,1000000,10000,ST,Right,1,3,3,Medium/Medium,Lean,No,,,SUB,94.0,,2014-09-01,2019.0,,,83.0,66.0,54.0,68.0,31.0,59.0,,,,,,,,60,69,71,59,63,67,53,47,40,68,81,84,79,61,72,73,71,59,64,52,44,38,69,52,69,,25,20,25,5,12,5,13,5,Villarreal CF,Cédric Bakambu,24,DR Congo,Centre-Forward,CF,3400000.0,Bursaspor,Turkey,7500000.0,in,summer,Laliga,2015,False,
206198,https://sofifa.com/player/206198/dominique-heintz/150002,D. Heintz,Dominique Heintz,20,1993-08-15,190,85,Germany,1. FC Kaiserslautern,German 2. Bundesliga,2.0,68,76,700000,7000,"CB, LB",Left,1,3,2,Medium/Medium,Normal,No,,,LCB,33.0,,2011-09-21,2016.0,,,64.0,30.0,50.0,49.0,67.0,74.0,,,,,,,,37,22,71,67,30,42,25,35,58,57,63,65,53,64,53,48,64,67,82,27,67,62,32,39,40,,67,68,66,13,14,6,8,14,1.FC Köln,Dominique Heintz,21,Germany,Centre-Back,CB,1200000.0,1.FC K'lautern,Germany,1500000.0,in,summer,Ger Bundesliga,2015,False,
210947,https://sofifa.com/player/210947/nikos-karelis/150002,N. Karelis,Nikolaos Karelis,22,1992-02-24,177,73,Greece,Panathinaikos FC,Greek Super League,1.0,68,76,825000,15000,"LW, LM, ST",Left,1,2,3,Medium/Medium,Normal,No,,,LS,19.0,,2013-07-31,2017.0,,,77.0,67.0,62.0,73.0,29.0,73.0,,,,,,,,64,67,42,64,55,74,60,52,57,72,78,77,73,56,84,78,62,68,78,61,70,26,66,61,66,,24,30,35,8,7,11,12,6,KRC Genk,Nikolaos Karelis,23,Greece,Centre-Forward,CF,,Panathinaikos,Greece,2500000.0,in,winter,Jupiler Pro League,2015,False,
187491,https://sofifa.com/player/187491/fedor-smolov/150002,F. Smolov,Fedor Smolov,24,1990-02-09,187,80,Russia,FC Ural Yekaterinburg,Russian Premier League,1.0,68,75,1100000,10000,ST,Right,1,3,3,Medium/Low,Lean,No,,,SUB,90.0,Dinamo Moscow,,2015.0,,,73.0,67.0,60.0,67.0,28.0,69.0,,,,,,,"Selfish, Finesse Shot",55,65,57,63,67,63,49,63,60,74,74,73,70,69,63,69,64,70,71,68,66,22,73,63,74,,25,25,25,15,8,15,14,9,Dinamo Moscow,Fedor Smolov,25,Russia,Centre-Forward,CF,3000000.0,Ural,Russia,3000000.0,in,summer,Premier Liga,2015,True,end of loan
187491,https://sofifa.com/player/187491/fedor-smolov/150002,F. Smolov,Fedor Smolov,24,1990-02-09,187,80,Russia,FC Ural Yekaterinburg,Russian Premier League,1.0,68,75,1100000,10000,ST,Right,1,3,3,Medium/Low,Lean,No,,,SUB,90.0,Dinamo Moscow,,2015.0,,,73.0,67.0,60.0,67.0,28.0,69.0,,,,,,,"Selfish, Finesse Shot",55,65,57,63,67,63,49,63,60,74,74,73,70,69,63,69,64,70,71,68,66,22,73,63,74,,25,25,25,15,8,15,14,9,FK Krasnodar,Fedor Smolov,25,Russia,Centre-Forward,CF,3000000.0,Dinamo Moscow,Russia,3000000.0,in,summer,Premier Liga,2015,False,
190717,https://sofifa.com/player/190717/michail-antonio/150002,M. Antonio,Michail Antonio,24,1990-03-28,180,82,England,Nottingham Forest,English League Championship,2.0,68,75,1000000,9000,"RM, LM, LW",Right,1,4,4,Medium/Medium,Stocky,No,,#Speedster,LM,18.0,,2014-08-06,2017.0,,,91.0,68.0,61.0,70.0,38.0,69.0,,,,,,,"Long Throw-in, Long Shot Taker (AI), Speed Dribbler (AI)",66,67,65,59,63,71,64,59,58,65,92,90,82,68,71,71,74,69,71,68,64,29,69,62,60,,36,38,35,11,12,7,13,9,West Ham United,Michail Antonio,25,Jamaica,Centre-Forward,CF,7000000.0,Nottm Forest,England,9500000.0,in,summer,Premier League,2015,False,
203377,https://sofifa.com/player/203377/adnane-tighadouini/150002,A. Tighadouini,Adnane Tighadouini,21,1992-11-30,178,72,Morocco,NAC Breda,Holland Eredivisie,1.0,68,75,825000,8000,LW,Right,1,4,4,Medium/Medium,Lean,No,,,LW,11.0,,2014-01-03,2017.0,,,77.0,64.0,62.0,73.0,32.0,58.0,,,,,,,Technical Dribbler (AI),63,63,50,61,55,75,74,57,54,72,77,77,77,64,67,74,72,68,58,59,42,25,60,65,69,,29,36,23,10,5,10,11,7,Málaga CF,Adnane Tighadouini,22,Morocco,Left Winger,LW,,NAC Breda,Netherlands,1200000.0,in,summer,Laliga,2015,False,
209620,https://sofifa.com/player/209620/abdul-rahman-baba/150002,A. Baba,Abdul Rahman Baba,19,1994-07-02,179,70,Ghana,FC Augsburg,German 1. Bundesliga,1.0,68,75,625000,7000,"LB, LM",Left,1,3,3,Medium/Medium,Lean,No,,,LB,12.0,,2014-08-12,2018.0,,,81.0,49.0,58.0,70.0,66.0,70.0,,,,,,,,75,49,61,66,40,72,47,22,59,70,80,82,65,65,68,55,58,73,71,44,69,58,53,39,41,,68,71,70,11,10,5,10,9,Chelsea FC,Abdul Rahman Baba,21,Ghana,Left-Back,LB,1200000.0,FC Augsburg,Germany,26000000.0,in,summer,Premier League,2015,False,
201025,https://sofifa.com/player/201025/gaetan-bussmann/150002,G. Bussmann,Gaëtan Bussmann,23,1991-02-02,184,76,France,FC Metz,French Ligue 1,1.0,68,74,800000,9000,LB,Left,1,2,2,High/Medium,Normal,No,,,LB,24.0,,2010-01-01,2015.0,,,70.0,55.0,68.0,60.0,67.0,73.0,,,,,,,Leadership,73,53,66,68,25,55,65,65,70,66,67,73,67,63,61,65,71,74,77,61,64,66,56,62,43,,69,66,70,14,8,14,13,9,1.FSV Mainz 05,Gaëtan Bussmann,24,France,Left-Back,LB,,FC Metz,France,1000000.0,in,summer,Ger Bundesliga,2015,False,
202445,https://sofifa.com/player/202445/rodrigo-ely/150002,R. Ely,Rodrigo Ely,20,1993-11-03,188,83,Italy,Avellino,Italian Serie B,2.0,68,74,700000,2000,CB,Right,1,2,2,Medium/High,Lean,No,,,RCB,5.0,,2014-07-21,2019.0,,,69.0,36.0,45.0,52.0,71.0,75.0,,,,,,,,38,24,70,55,26,53,30,27,49,47,66,72,58,61,41,52,71,70,84,47,58,72,35,39,49,,70,72,66,12,9,8,8,10,AC Milan,Rodrigo Ely,21,Brazil,Centre-Back,CB,3000000.0,Avellino,Italy,3000000.0,in,summer,Serie A,2015,False,
208461,https://sofifa.com/player/208461/marten-de-roon/150002,M. de Roon,Marten de Roon,23,1991-03-29,185,76,Netherlands,SC Heerenveen,Holland Eredivisie,1.0,68,74,925000,9000,CM,Right,1,3,2,High/High,Normal,No,,#Engine,RCM,15.0,,2012-07-01,2015.0,,,67.0,57.0,64.0,68.0,63.0,78.0,,,,,,,Long Throw-in,61,52,68,66,49,67,48,45,62,72,65,68,60,69,66,70,88,86,74,55,76,67,65,72,58,,58,65,63,13,14,6,11,11,Atalanta BC,Marten de Roon,24,Netherlands,Defensive Midfield,DM,10000000.0,Heerenveen,Netherlands,1300000.0,in,summer,Serie A,2015,False,
215531,https://sofifa.com/player/215531/deniz-turuc/150002,D. Türüç,Deniz Türüç,21,1993-01-29,177,72,Turkey,Go Ahead Eagles,Holland Eredivisie,1.0,68,74,825000,8000,CM,Left,1,4,3,Medium/Medium,Normal,No,,,SUB,8.0,,2012-07-01,2016.0,,,74.0,65.0,70.0,71.0,53.0,67.0,,,,,,,"Dives Into Tackles (AI), Long Shot Taker (AI)",58,60,41,73,59,70,69,67,74,72,76,73,75,65,76,75,58,70,65,72,70,57,55,75,51,,50,57,54,9,10,15,10,12,Kayserispor,Deniz Türüç,22,Turkey,Right Midfield,RM,2400000.0,Go Ahead Eagles,Netherlands,2400000.0,in,summer,Super Lig,2015,False,
216150,https://sofifa.com/player/216150/davide-zappacosta/150002,D. Zappacosta,Davide Zappacosta,22,1992-06-11,182,70,Italy,Atalanta,Italian Serie A,1.0,68,74,825000,8000,"RM, RB",Right,1,2,2,High/Medium,Lean,No,,,RB,22.0,,2014-08-06,2020.0,,,72.0,62.0,66.0,67.0,66.0,68.0,,,,,,,,68,59,61,69,63,66,65,48,67,68,70,73,68,69,68,65,67,75,62,67,74,66,65,61,50,,65,68,66,10,8,7,5,10,Torino FC,Davide Zappacosta,23,Italy,Right Midfield,RM,7000000.0,Atalanta BC,Italy,4300000.0,in,summer,Serie A,2015,False,
192756,https://sofifa.com/player/192756/artur-yusupov/150002,A. Yusupov,Artur Yusupov,24,1989-09-01,179,71,Russia,Dinamo Moscow,Russian Premier League,1.0,68,73,850000,10000,"CDM, CM",Right,1,3,2,Medium/Medium,Lean,No,,,SUB,8.0,,2011-01-01,2015.0,,,74.0,60.0,69.0,69.0,64.0,60.0,,,,,,,,65,59,66,74,54,66,59,48,70,73,70,77,69,68,71,56,44,59,63,72,59,73,46,71,56,,64,59,60,7,7,11,15,14,Zenit St. Petersburg,Artur Yusupov,25,Russia,Central Midfield,CM,1000000.0,Dinamo Moscow,Russia,1000000.0,in,summer,Premier Liga,2015,False,
205641,https://sofifa.com/player/205641/lenny-nangis/150002,L. Nangis,Lenny Nangis,20,1994-03-24,172,73,France,Stade Malherbe Caen,French Ligue 1,1.0,68,72,825000,8000,"LW, CAM, RW",Right,1,3,3,Medium/Medium,Lean,No,,,RW,10.0,,2011-08-18,2016.0,,,80.0,62.0,60.0,71.0,28.0,51.0,,,,,,,,65,62,57,67,63,68,45,47,52,71,76,83,82,67,82,64,43,63,53,58,35,25,64,54,62,,25,25,25,11,14,9,6,12,LOSC Lille,Lenny Nangis,21,Guadeloupe,Left Winger,LW,,SM Caen,France,1000000.0,in,summer,Ligue 1,2015,False,
187942,https://sofifa.com/player/187942/rudy-gestede/150002,R. Gestede,Rudy Gestede,25,1988-10-10,193,86,Benin,Blackburn Rovers,English League Championship,2.0,68,71,1200000,10000,ST,Right,1,3,2,High/Medium,Normal,No,,,LS,39.0,,2014-01-02,2017.0,,,72.0,68.0,46.0,61.0,31.0,74.0,,,,,,,Power Header,36,67,79,56,57,60,45,59,39,66,68,76,57,63,48,74,80,68,82,67,59,30,68,41,60,,25,25,25,5,12,13,7,6,Aston Villa,Rudy Gestede,26,Benin,Centre-Forward,CF,,Blackburn,England,8500000.0,in,summer,Premier League,2015,False,
190362,https://sofifa.com/player/190362/teemu-pukki/150002,T. Pukki,Teemu Pukki,24,1990-03-29,180,75,Finland,Brøndby IF,Danish Superliga,1.0,68,71,1100000,15000,ST,Right,1,4,3,Medium/Medium,Lean,No,,,CAM,9.0,Celtic,,2015.0,ST,10.0,78.0,67.0,53.0,71.0,28.0,63.0,,,,,,,Flair,51,67,64,68,62,70,72,39,34,71,75,80,76,68,69,68,69,67,64,66,52,26,69,41,61,,25,20,25,12,7,7,8,6,Celtic FC,Teemu Pukki,25,Finland,Centre-Forward,CF,1500000.0,Bröndby IF,Denmark,1500000.0,in,summer,Scottish Premiership,2015,True,end of loan
190362,https://sofifa.com/player/190362/teemu-pukki/150002,T. Pukki,Teemu Pukki,24,1990-03-29,180,75,Finland,Brøndby IF,Danish Superliga,1.0,68,71,1100000,15000,ST,Right,1,4,3,Medium/Medium,Lean,No,,,CAM,9.0,Celtic,,2015.0,ST,10.0,78.0,67.0,53.0,71.0,28.0,63.0,,,,,,,Flair,51,67,64,68,62,70,72,39,34,71,75,80,76,68,69,68,69,67,64,66,52,26,69,41,61,,25,20,25,12,7,7,8,6,Bröndby IF,Teemu Pukki,25,Finland,Centre-Forward,CF,1500000.0,Celtic,Scotland,1500000.0,in,summer,Superliga,2015,False,
196318,https://sofifa.com/player/196318/serdar-gurler/150002,S. Gürler,Serdar Gürler,22,1991-09-14,173,72,Turkey,Trabzonspor,Turkish Süper Lig,1.0,68,71,925000,10000,"RW, LW",Right,1,3,3,Medium/Medium,Normal,No,,,RES,67.0,,2014-07-01,2017.0,,,87.0,53.0,62.0,72.0,36.0,58.0,,,,,,,Speed Dribbler (AI),59,55,48,72,48,72,45,41,46,74,91,83,72,48,82,48,63,67,65,51,28,30,62,71,49,,35,39,26,8,9,5,12,14,Genclerbirligi Ankara,Serdar Gürler,24,Turkey,Left Winger,LW,2000000.0,Trabzonspor,Turkey,2000000.0,in,winter,Super Lig,2015,False,
